PID,gu,HNO,AREA,EDM,ANS_TYPE,ANS_SUB1,ANS_SUB2,ANS_SUB3,S9_0,S9_2,S5_1,S5_2,S5_3,HTYPE,S6_1,S6_2,S6_3,S6_4,S6_5,A10_2,A10_1,A0_1,A2_2_1,A3_1,A4_0_1,A4_1_1_1,A4_1_2_1,A4_2_1,A5_1,A5_1_6_etc,A6_1_2_1,A6_2_1,A7_1,A8_2_1,A9_1,A9_1_1,A9_1_1_6_etc,A0_2,A2_2_2,A3_2,A4_0_2,A4_1_1_2,A4_1_2_2,A4_2_2,A5_2,A5_2_6_etc,A6_1_2_2,A6_2_2,A7_2,A8_2_2,A9_2,A9_1_2,A9_1_2_6_etc,A0_3,A2_2_3,A3_3,A4_0_3,A4_1_1_3,A4_1_2_3,A4_2_3,A5_3,A5_3_6_etc,A6_1_2_3,A6_2_3,A7_3,A8_2_3,A9_3,A9_1_3,A9_1_3_6_etc,A0_4,A2_2_4,A3_4,A4_0_4,A4_1_1_4,A4_1_2_4,A4_2_4,A5_4,A5_4_6_etc,A6_1_2_4,A6_2_4,A7_4,A8_2_4,A9_4,A9_1_4,A9_1_4_6_etc,A0_5,A2_2_5,A3_5,A4_0_5,A4_1_1_5,A4_1_2_5,A4_2_5,A5_5,A5_5_6_etc,A6_1_2_5,A6_2_5,A7_5,A8_2_5,A9_5,A9_1_5,A9_1_5_6_etc,A0_6,A2_2_6,A3_6,A4_0_6,A4_1_1_6,A4_1_2_6,A4_2_6,A5_6,A5_6_6_etc,A6_1_2_6,A6_2_6,A7_6,A8_2_6,A9_6,A9_1_6,A9_1_6_6_etc,A0_7,A2_2_7,A3_7,A4_0_7,A4_1_1_7,A4_1_2_7,A4_2_7,A5_7,A5_7_6_etc,A6_1_2_7,A6_2_7,A7_7,A8_2_7,A9_7,A9_1_7,A9_1_7_6_etc,A0_8,A2_2_8,A3_8,A4_0_8,A4_1_1_8,A4_1_2_8,A4_2_8,A5_8,A5_8_6_etc,A6_1_2_8,A6_2_8,A7_8,A8_2_8,A9_8,A9_1_8,A9_1_8_6_etc,A0_9,A2_2_9,A3_9,A4_0_9,A4_1_1_9,A4_1_2_9,A4_2_9,A5_9,A5_9_6_etc,A6_1_2_9,A6_2_9,A7_9,A8_2_9,A9_9,A9_1_9,A9_1_9_6_etc,A0_10,A2_2_10,A3_10,A4_0_10,A4_1_1_10,A4_1_2_10,A4_2_10,A5_10,A5_10_6_etc,A6_1_2_10,A6_2_10,A7_10,A8_2_10,A9_10,A9_1_10,A9_1_10_6_etc,A0_11,A2_2_11,A3_11,A4_0_11,A4_1_1_11,A4_1_2_11,A4_2_11,A5_11,A5_11_6_etc,A6_1_2_11,A6_2_11,A7_11,A8_2_11,A9_11,A9_1_11,A9_1_11_6_etc,A0_12,A2_2_12,A3_12,A4_0_12,A4_1_1_12,A4_1_2_12,A4_2_12,A5_12,A5_12_6_etc,A6_1_2_12,A6_2_12,A7_12,A8_2_12,A9_12,A9_1_12,A9_1_12_6_etc,B1,B2_2L_1,B2_2R_1,B2_2L_2,B2_2R_2,B2_2L_3,B2_2R_3,B2_2L_4,B2_2R_4,B2_2L_5,B2_2R_5,B2_2L_6,B2_2R_6,B2_2L_7,B2_2R_7,B2_2L_8,B2_2R_8,B2_2L_9,B2_2R_9,B2_2L_10,B2_2R_10,B2_2L_11,B2_2R_11,B2_2L_12,B2_2R_12,B2_2L_13,B2_2R_13,B2_2L_14,B2_2R_14,B2_2L_15,B2_2R_15,B2_2L_16,B2_2R_16,B2_2L_17,B2_2R_17,B2_2L_18,B2_2R_18,B2_2L_19,B2_2R_19,B2_2L_20,B2_2R_20,B2_2L_21,B2_2R_21,B2_2L_22,B2_2R_22,B2_2L_23,B2_2R_23,B2_2L_24,B2_2R_24,B2_2L_25,B2_2R_25,B2_2L_26,B2_2R_26,B2_2L_27,B2_2R_27,B2_2L_28,B2_2R_28,B2_2L_29,B2_2R_29,B2_2L_30,B2_2R_30,B2_2L_31,B2_2R_31,B2_2L_32,B2_2R_32,B2_32_etc,B2_3,B3,B4,B4_1_etc,B5_1,B5_1_etc_1,B5_1_etc_2,B5_2,B5_2_etc_1,B5_2_etc_2,B6_1,B6_2,B6_3,B6_4,B6_5,B6_6,B6_7,B6_8,B6_9,B6_10,B6_11,B6_12,B6_13,B6_14,B6_15,B7,B8,B8_1a,B9,B9_1a,B9_2a,B10_1,B10_2,B10_3,B10_4,B11_1,B11_2,B11_3_1,B11_3_2,B11_3_3,B11_4,B11_5,B11_6,B11_7,B11_8,B11_9,B11_10,B12_1,B12_2,B13_1,B13_2,B14_1,B14_2,B14_1_1,B14_1_1_9_etc,B14_1_2,B14_1_2_9_etc,C1_1,C2_1,C3_1,C1_2,C2_2,C3_2,C4,C5_1,C5_2,C5_3,C5_4,C5_5,C5_6,C6_1,C6_2,C6_3,C6_4,C6_5,C6_6,C6_7,C7_1_1,C7_1_2,C7_1_3,C7_1_4,C7_1_5,C7_1_6,C7_1_7,C7_2_8,C7_2_9,C7_2_10,C8,C8_1_1,C8_1_2,C8_1_3,C8_1_4,C8_1_5,C8_1_6,C8_2_1_1,C8_2_2_1,C8_2_1_2,C8_2_2_2,C8_2_1_3,C8_2_2_3,C8_2_1_4,C8_2_2_4,C8_3,C8_4,C8_5,C8_5_7_etc,C9,C9_1,C9_1_8_etc,C9_1_1_1,C9_1_1_2,C9_1_1_3,C9_1_1_4,C9_1_1_5,C9_1_1_6,C9_2,C9_2_8_etc,C10,C10_1_1,C10_1_2,D1,D1_1_etc,D2,D3,D3_1_1,D3_1_2,D3_2,D3_2_7_etc,D4_1,D4_2,D5,D5_1,D5_1_7_etc,D5_2,D5_2_10_etc,D5_3_1,D5_3_2,D6_1,D6_1_1,D6_2,D6_1_2,D6_3,D6_1_3,D7,D7_1,D7_1_7_etc,D7_2,D7_2_4_etc,D7_3_1,D7_3_2,D7_4,D7_4_7_etc,D8,D8_6_etc,D8_1,D9,D9_8_etc,D10_1,D10_2,D10_3,D10_4,D10_5,D10_6,D11_1_1,D11_1_2,D11_1_3,D11_1_4,D11_1_5,D11_1_6,D11_2_1,D11_2_2,D11_2_3,D11_2_4,D11_2_5,D11_2_6,D11_3_1_1,D11_3_1_2,D11_3_1_9_etc,D11_3_2_1,D11_3_2_2,D11_3_2_9_etc,D11_3_3_1,D11_3_3_2,D11_3_3_9_etc,D11_3_4_1,D11_3_4_2,D11_3_4_9_etc,D11_3_5_1,D11_3_5_2,D11_3_5_9_etc,D11_3_6_1,D11_3_6_2,D11_3_6_9_etc,D11_4_1,D11_4_2,D11_4_3,D11_4_4,D11_4_5,D11_4_6,D12_1_1,D12_1_2,D12_1_3,D12_2_1,D12_2_2,D12_2_3,D12_3_2_1,D12_3_2_2,D12_3_2_3,D12_3_3_1,D12_3_3_2,D12_3_3_3,D13_1,D13_2,D13_3,D13_4,D13_5,D13_6,D13_7,D13_8,D13_9,D13_10,D13_11,D13_12,D13_etc,D14_1,D14_2,D14_3,D15_1,D15_2,D15_3,D15_4,E1,E1_1,E1_2,E1_2_17_etc,E1_3,E1_3_7_etc,E1_3_1,E1_4,E1_4_8_etc,E1_5_1,E1_5_2,E1_6,E1_7_1,E1_7_2,E1_8,E1_8_8_etc,E1_9,E1_9_1,E1_9_1_7_etc,E1_10,E2,E2_1,E2_1_7_etc,E2_2_1,E2_2_2,E2_3,E2_3_8_etc,E2_4,E3,E3_1,E3_1_8_etc,E3_2a,E3_3a,E3_4,E3_4_7_etc,E4,E4_1,E4_1_1,E5,E5_1,F1,F1_1_1,F1_1_2_1,F1_1_2_2,F1_1_3_1,F1_1_3_2,F2,F2_1,F3,F3_1,F3_1_9_etc,F3_2,F3_3,F4,F4_1,F4_1_9_etc,F5,F5_1_etc,F5_1,F5_2,F6,F7,F7_1,F7_1_8_etc,F8,F8_8_etc,F9,F9_6_etc,F10,F10_7_etc,F11,F11_7_etc,F12,F13,F13_1_etc,F14,F14_1,F15,F15_1,F16_1,F16_2,F17,F17_1,F17_1_7_etc,F18,F18_6_etc,G1_1,G1_3_1,G1_3_2,G1_3_3,G1_3_4,G1_3_5,G1_3_6,G1_4_7,G1_4_8,G1_4_9,G1_4_10,G1_4_11,G1_4_12,G2_1,G2_3_1,G2_3_2,G2_3_3,G2_3_4,G2_3_5,G2_3_6,G2_4_7,G2_4_8,G2_4_9,G2_4_10,G2_4_11,G2_4_12,G3_1,G3_3_1,G3_3_2,G3_3_3,G3_3_4,G3_3_5,G3_3_6,G3_4_7,G3_4_8,G3_4_9,G3_4_10,G3_4_11,G3_4_12,G4_1,G4_3_1,G4_3_2,G4_3_3,G4_3_4,G4_3_5,G4_3_6,G5_1,G5_etc_1,G5_2,G5_etc_2,G5_3,G5_etc_3,G6,G6_1_etc,H1,H2,H2_1,H2_1_8_etc,H3_1,H3_2,H3_3,H3_4,H3_5,H3_6,H3_7,H4_1,H4_2,H4_3,H4_4,H4_5,H4_6,H4_7,H5,H5_4_etc,H6,H6_5_etc,H7_1,H7_2,H7_3,H7_4,H7_5,H7_6,H7_7,H7_etc,H8_1,H8_2,H8_3,H8_4,H8_5,H8_6,H9,H9_7_etc,H10,H10_8_etc,H11,H11_1,H11_2,H11_2_6_etc,H11_3a,H12,H12_1_etc,H12_1,H12_2,H12_2_9_etc,H13_1,H13_2,H13_3,H13_4,H13_5,H13_6,H14_1_1,H14_1_2,H14_1_3,H14_1_4,H14_1_5,H14_1_6,H14_2_1,H14_2_2,H14_2_3,H14_2_4,H14_2_5,H14_2_6,H15,H16_1,H16_2,H16_3,H16_4,H16_5,H16_6,H16_7,H17,H18,H19_1,H19_2,H19_3,H19_4,H19_5,H19_6,H19_7,H19_8,H19_etc,H20,H20_8_etc,H21,H22,H22_5_etc,H23_1,H23_2,H23_3,H23_4,H23_5,H23_6,H23_7,H23_8,H24_1,H24_2,H24_3,H24_4,H25,H25_1,H25_1_7_etc,H26_1,H26_2,H26_3,H26_4,H26_5,H26_6,H26_7,H26_8,H26_9,H27_1,H27_2,H27_11_etc,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I1_8,I1_9,I1_10,I1_11,I1_12,I1_13,I1_14,I1_15,I1_16,I1_17,I1_18,I1_19,I1_20,I1_21,I1_22,I1_23,I1_24,I1_25,I1_26,I1_27,I1_28,I1_29,I1_30,I1x1,J1a_1,J1a_2,J1a_3,J1a_4,J1b_1,J1b_2,J1b_3,J1b_4,J2,J3a_1_1,J3b_1_1,J3a_1_2,J3b_1_2,J3a_1_3,J3b_1_3,J3a_1_4,J3b_1_4,J3a_1_5,J3b_1_5,J3a_1_6,J3b_1_6,J3a_1_7,J3b_1_7,J3a_1_8,J3b_1_8,J3a_1_9,J3b_1_9,J3a_1_11,J3b_1_11,J3a_1_12,J3b_1_12,J3b_1_13,J3a_2_1,J3b_2_1,J3a_2_2,J3b_2_2,J3a_2_3,J3b_2_3,J3a_2_4,J3b_2_4,J3a_2_5,J3b_2_5,J3a_2_6,J3b_2_6,J3a_2_7,J3b_2_7,J3a_2_8,J3b_2_8,J3a_2_9,J3b_2_9,J3a_2_11,J3b_2_11,J3a_2_12,J3b_2_12,J3b_2_13,J3a_3_1,J3b_3_1,J3a_3_2,J3b_3_2,J3a_3_3,J3b_3_3,J3a_3_4,J3b_3_4,J3a_3_5,J3b_3_5,J3a_3_6,J3b_3_6,J3a_3_7,J3b_3_7,J3a_3_8,J3b_3_8,J3a_3_9,J3b_3_9,J3a_3_10,J3b_3_10,J3a_3_11,J3b_3_11,J3a_3_12,J3b_3_12,J3b_3_13,J3_12_etc,J4,J4_1,J5,J5_14_etc,J6a_1,J6b_1,J6a_2,J6b_2,J6a_3,J6b_3,J6a_4,J6b_4,C4b,Q1,Q1_4_etc,Q2,Q3,Q4,Q4_4_etc,Q5,Q5x1,RES_HNO,RES_REL,RES_SEX,RES_YY,RES_MM,RES_AGE,RES_MAR,RES_EDU1,RES_EDU2,RES_EMP,RES_YN,RES_SUB,f_wgt1,s_wgt1
32101,중구,1,21,1,0,99,999,1,0,99,1,1,1,1,0,0,0,0,0,0,1,1,1,2,99,1940,3,80,3,,2,0,2,1,1,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,4,2,9,2,9,2,9,2,9,2,9,2,9,2,9,1,1,1,1,1,1,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,1,1,2,9,2,9,2,9,2,9,2,9,2,9,2,9,,4,4,1,5,2,99,999,2,99,999,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,99,2,9,999,40,2,150,2,2,2,1,2,2,2,1,2,1,1,2,1,0,0,1,2,1,1,1,,1,,2,2,2,2,2,2,1,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,9,9,9,9,9,9,9,999,9,999,9,999,9,999,99,9,2,,2,9,,9,9,9,9,9,9,2,,2,99,9,1,5,2,2,999,999,5,,704,702,1,2,,8,,16,1,2,9,2,9,2,9,2,9,,9,,999,999,9,,1,,0,7,,4,4,2,2,5,3,2,2,2,2,2,2,99,99,99,99,99,99,99,99,,99,99,,99,99,,99,99,,99,99,,99,99,,1,1,1,2,2,2,2,2,2,2,2,2,999,999,999,999,999,999,9,9,9,9,9,9,9,9,9,9,9,9,,1,1,1,0,0,0,0,2,999,99,,9,,9,9,,9,99,99999,99,99,9,,9,9,,9,95,3,,30,0,2,,2,1,9,,999,99999,9,,4,9,9,2,9,1,4,1,3,0,4,4,3,15,2,,1,1,2,99,,1,5,5,5,9,9,9,,4,,3,,9,,9,,9,2,99,9,9,1,1,2,2,2,9,,1,,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,4,2,4,2,4,2,2,2,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,1,,1,,0,,2,99,1,2,9,,2,3,3,3,3,3,5,3,3,3,3,3,4,3,1,,1,,2,2,2,2,1,2,9,,2,1,2,2,2,2,1,,1,,3,9,9,,99,2,99,9,99,,2,2,2,2,2,2,2,2,2,2,2,2,999,999,999,999,999,999,70,4,4,9,3,3,3,3,4,3,2,0,0,2,2,2,2,0,,1,,4,6,,2,2,2,2,2,2,2,2,3,4,3,4,2,9,,2,1,2,2,3,3,3,3,3,3,1,,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,12,1,2,2,2,3,0,0,0,3,2,0,2,0,2,0,2,0,2,0,2,0,1,100,1,300,1,300,2,0,2,0,700,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,2,0,2,0,2,0,2,0,2,0,2,0,1,100,1,300,1,300,2,0,2,0,2,0,700,,5,5,5,,1,5000,2,0,2,0,2,0,9,1,,2,2,2,,4,99,1,1,2,1940,3,80,3,2,0,2,1,9,644.6406987,0.840343966
32301,중구,1,21,1,0,99,999,1,0,99,2,1,1,12,1,1,0,0,1,0,2,1,1,2,99,1936,3,84,3,,1,0,2,1,1,9,,2,15,1,10,1957,3,63,4,,5,99,1,15,0,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,4,1,1,2,9,2,9,2,9,2,9,2,9,2,9,1,1,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,,2,2,1,5,2,99,999,2,99,999,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,0,99,2,9,999,50,2,150,2,1,2,2,2,2,2,1,1,1,1,2,1,0,0,1,1,2,2,99,,99,,2,2,2,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,999,9,999,9,999,9,999,99,9,9,,2,9,,9,9,9,9,9,9,3,,2,99,9,1,2,2,1,801,999,9,,701,603,2,9,,99,,999,999,2,9,2,9,2,9,2,9,,9,,999,999,9,,1,,1,7,,4,4,1,2,5,2,2,2,2,2,2,2,99,99,99,99,99,99,99,99,,99,99,,99,99,,99,99,,99,99,,99,99,,1,1,2,1,2,2,2,2,2,2,2,2,999,999,999,999,999,999,9,9,9,9,9,9,9,9,9,9,9,9,,1,1,1,0,0,5,0,2,999,99,,9,,9,9,,9,99,99999,99,99,9,,9,9,,9,44,3,,10,0,2,,1,1,9,,999,99999,9,,4,9,9,2,9,1,2,1,1,0,2,5,4,19,5,,5,4,2,99,,1,4,6,6,9,9,9,,9,,9,,6,,9,,3,2,99,9,9,1,5,1,5,2,9,,3,,1,4,4,2,2,2,4,2,2,1,2,1,2,1,2,2,2,4,2,4,2,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,2,,2,,0,,2,99,1,3,9,,2,4,3,2,5,2,4,4,3,4,3,4,2,4,1,,1,,1,1,1,1,1,1,9,,3,2,3,2,2,2,3,,1,,3,9,9,,99,2,99,9,99,,2,2,2,2,2,2,2,2,2,2,2,2,999,999,999,999,999,999,70,4,5,9,4,4,3,4,4,3,1,2,2,2,2,0,1,0,,1,,3,6,,2,2,2,2,2,2,2,1,2,1,2,2,1,2,,1,1,1,1,2,1,3,3,3,1,9,,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,14,1,2,2,1,5,0,0,2,3,2,0,2,0,2,0,2,0,2,0,2,0,1,100,2,0,1,300,2,0,2,0,400,2,0,2,0,2,0,2,0,2,0,2,0,1,200,2,0,2,0,2,0,2,0,200,2,0,2,0,2,0,2,0,2,0,2,0,1,300,2,0,1,300,2,0,2,0,2,0,600,,50,5,1,,1,5000,2,0,2,0,2,0,9,1,,2,2,1,,4,99,1,1,2,1936,3,84,3,1,0,2,1,9,1012.880483,1.320375837
40701,중구,1,21,1,0,99,999,1,0,99,3,1,1,19,1,0,1,1,0,0,3,1,1,1,3,1950,6,70,2,,4,12,1,1,1,9,,2,2,2,99,1956,3,64,2,,4,99,2,2,0,9,,3,17,2,4,1980,5,40,1,,7,99,1,17,0,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,2,1,1,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,,1,1,1,1,2,99,999,2,99,999,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,5,1,6,60,65,2,167,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,1,2,2,2,99,,99,,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,999,9,999,9,999,9,999,99,9,9,,2,9,,9,9,9,9,9,9,0,,2,99,9,1,3,1,1,400,704,9,,400,605,2,9,,99,,999,999,2,9,1,5,2,9,2,9,,9,,999,999,9,,2,,3,7,,3,4,2,3,4,2,2,2,2,2,2,2,99,99,99,99,99,99,99,99,,99,99,,99,99,,99,99,,99,99,,99,99,,1,1,1,1,1,1,2,1,1,2,1,1,7,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,1,2,,2,1,2,5,0,4,2,1,94,2,,2,,2,2,,3,24,150,5,0,7,,2,9,,2,31,1,,30,0,1,,2,2,2,,50,150,0,,4,9,9,2,9,1,1,1,0,0,1,4,3,11,5,,4,3,2,99,,1,2,5,4,2,2,9,,9,,9,,9,,5,,1,1,2,5,4,3,2,3,6,2,9,,1,,1,2,2,2,2,3,4,2,1,1,2,1,2,1,2,2,2,4,2,4,2,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,4,3,1,,1,,0,,2,99,1,2,9,,2,2,2,4,2,1,2,2,1,2,2,2,2,2,1,,1,,2,1,2,2,2,2,9,,3,2,4,3,2,2,4,,0,,1,4,9,,99,2,99,9,99,,2,2,2,2,2,2,2,2,2,2,2,2,999,999,999,999,999,999,70,1,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,0,,4,,4,6,,2,2,2,2,2,2,2,1,1,2,1,2,2,9,,2,1,3,2,2,2,2,2,2,1,8,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,26,1,2,1,1,2,0,15,5,3,1,1800,2,0,2,0,2,0,2,0,2,0,1,240,1,1680,2,0,2,0,2,0,3720,1,3600,2,0,1,120,2,0,2,0,2,0,1,200,2,0,2,0,2,0,2,0,3920,1,5400,2,0,1,120,2,0,2,0,2,0,1,440,1,1680,2,0,2,0,2,0,2,0,7640,,250,30,1,,1,30000,1,6000,1,4000,2,0,9,2,,2,3,2,,3,99,1,1,1,1950,6,70,2,4,12,1,1,9,965.0257279,1.257993095
41602,중구,2,21,1,0,99,999,1,0,99,3,2,1,19,1,1,0,1,0,0,3,1,1,1,7,1942,10,77,2,,3,6,2,2,2,9,,2,2,2,7,1942,5,78,2,,3,6,2,1,1,9,,3,13,1,4,1975,3,45,1,,5,99,1,13,0,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,99,999,9,99,9999,99,999,9,,9,99,9,999,9,9,,4,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,1,1,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,,1,1,1,1,2,99,999,2,99,999,2,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,0,99,2,9,999,60,2,156,2,1,2,2,2,1,2,2,2,2,2,2,1,0,0,1,1,2,2,99,,99,,1,1,1,2,3,3,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,999,9,999,9,999,9,999,99,9,9,,2,9,,9,9,9,9,9,9,0,,2,99,9,1,4,2,1,607,702,9,,204,603,2,9,,99,,999,999,2,9,1,6,2,9,2,9,,9,,999,999,9,,1,,6,4,,3,3,3,2,5,2,1,1,2,2,2,2,5,1,99,99,99,99,3,4,,2,8,,99,99,,99,99,,99,99,,99,99,,1,1,2,2,2,2,1,2,2,1,2,2,999,999,999,999,999,999,1,1,2,2,2,2,2,2,2,2,2,2,,2,2,2,0,5,2,2,2,999,99,,9,,9,9,,9,99,99999,99,99,9,,9,9,,9,44,2,,10,6,4,,2,1,9,,999,99999,9,,4,9,9,2,9,1,3,2,1,0,3,4,2,17,4,,4,1,2,99,,1,4,5,5,3,1,4,,9,,9,,9,,3,,1,1,2,5,3,1,1,1,1,1,6,,5,,1,2,2,3,2,3,3,1,2,2,2,2,2,1,3,3,3,3,3,3,2,2,1,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,4,4,2,,2,,0,,2,99,1,2,9,,2,3,2,3,2,2,2,2,2,3,2,3,1,3,1,,4,,2,2,3,2,3,2,9,,2,2,3,3,2,3,1,,1,,3,9,9,,99,2,99,9,99,,2,2,2,2,2,2,2,2,2,2,2,2,999,999,999,999,999,999,68,4,3,3,2,3,2,3,2,3,1,2,2,2,2,0,2,0,,7,,3,4,,2,1,2,2,2,2,2,2,1,1,2,2,2,9,,2,1,1,2,2,2,2,2,2,1,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,21,1,2,1,2,4,0,10,0,3,2,0,2,0,2,0,2,0,2,0,2,0,1,200,2,0,1,240,2,0,2,0,440,1,3600,2,0,1,100,2,0,2,0,2,0,1,200,2,0,1,240,2,0,2,0,4140,1,3600,2,0,1,100,2,0,2,0,2,0,1,400,2,0,1,480,2,0,2,0,2,0,4580,,200,25,4,,1,25000,1,5000,2,0,2,0,9,2,,2,3,2,,2,99,2,2,2,1942,5,78,2,3,6,2,1,9,1009.923627,1.316521325
