,ID,Q1A1,Q1A2,Q2A11,Q2A12,Q2A2,Q2A3,Q3,Q4A1,Q4A2,Q4A3,Q4A4,Q4A5,Q4A6,Q4A7,Q5A1,Q5A2,Q5A3,Q5A4,Q5A5,Q5A6,Q5A7,Q6A1,Q6A2,Q6A3,Q6A4,Q7,Q7A1,Q7A2,Q7A3,Q8A1,Q8A2,Q8A3,Q8A4,Q8B1,Q8B2,Q8B3,Q8B4,Q9A1,Q9A2,Q9A3,Q9A4,Q9A5,Q9B1,Q9B2,Q9B3,Q9B4,Q9B5,Q11A1,Q11A2,Q11B1,Q11B2,Q12A1,Q12A2,Q12B1,Q12B2,Q13A1,Q13A2,Q13A3,Q13A4,Q13B1,Q13B2,Q13B3,Q13B4,Q14A1,Q14A2,Q14A3,Q14A4,Q14B1,Q14B2,Q14B3,Q14B4,Q15,Q15A1,Q15A2,Q15B1,Q15B2,Q15C,Q16A1,Q16A2,Q16A3,Q16A4,Q16A5,Q16A6,Q17A01,Q17A02,Q17A03,Q18A1,Q18A2,Q18A3,Q18A4,Q18A5,Q19A1,Q19A2,Q19A3,Q20A1,Q20A2,Q20A3,Q20A4,Q20A5,Q20A6,Q20A7,Q21A1,Q21A2,Q21A3,Q21A4,Q21A5,Q21A6,Q21A7,Q21A8,Q22A1,Q22A2,Q22A3,Q22A4,Q22A5,Q31A1,Q31A2,Q31A3,Q31A4,Q31A5,Q32A01,Q32A02,Q32A03,Q32A04,Q32A05,Q32A06,Q32A07,Q32A08,Q32A09,Q32A10,Q32A11,Q32A12,Q32A13,Q32A14,Q32A15,Q32A16,Q32A17,Q32A18,Q32A19,Q32A20,Q32A21,Q32A22,ADQ1,ADQ2,ADQ3,ADQ3A,ADQ4,ADQ5,ADQ6,ADQ7,ADQ8,ADQ8A1,ADQ8A2,ADQ8A3,ADQ8A4,ADQ8A5,ADQ8A6,ADQ8A7,ADQ8A8,ADQ9,ADQ101,ADQ102,ADQ103,WT,년도
2616,11205,1,2,1,,2,2,1,2,1,2,2,2,1,1,3,2,3,3,3,3,3,2,2,1,1,1,,15.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,3.0,2.0,2.0,2.0,3.0,3.0,3,2,2,3,3,2,2,3,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3,2,2,2,2,2,3,3,2,2,3,2,2,1,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,81,2,11,,3,1,2,1,2,1.0,3.0,,,,,,,9,1,1,1,0.9966762296483629,2020
2617,11206,1,2,1,,2,2,1,2,2,3,2,2,2,2,3,3,2,2,2,1,1,3,2,2,2,1,,15.0,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,3.0,2.0,2.0,2.0,3.0,3.0,2,3,2,3,2,2,2,3,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3,3,2,2,2,2,3,2,3,2,2,3,3,1,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,68,2,9,,3,1,2,1,2,1.0,,,,,,,,8,1,1,1,0.988684338788458,2020
2618,11207,1,2,1,,2,2,1,3,2,2,3,3,2,2,3,3,3,2,2,1,2,2,2,3,3,1,2.0,20.0,,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,,,,,,,3.0,2.0,2.0,3.0,3.0,3.0,3,2,2,3,2,2,3,3,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2,2,3,3,2,2,3,3,3,3,2,2,3,1,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,69,2,11,,3,1,2,3,2,1.0,,,,,,,,7,1,1,1,0.988684338788458,2020
2619,11208,1,2,1,,1,2,1,3,2,2,3,3,2,2,2,2,2,3,3,2,2,3,2,2,2,1,4.0,20.0,,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,2.0,2.0,3.0,3.0,3,3,2,3,2,2,2,2,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3,2,3,3,3,2,2,3,3,2,2,3,3,1,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,55,1,5,2.0,3,1,1,1,2,1.0,3.0,,,,,,,9,1,1,1,0.9972643144029164,2020
2620,11209,1,2,1,,2,2,1,2,2,2,3,2,1,3,3,3,2,3,3,1,1,3,2,1,2,1,,30.0,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,,,,,,,2.0,3.0,2.0,3.0,1.0,4.0,3,3,3,2,2,3,2,3,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3,3,3,3,4,4,4,3,3,2,3,3,2,1,,,,,1.0,6.0,7.0,8.0,9.0,11.0,,,,,,,,,,,,,,,,,58,2,3,,3,1,2,2,2,1.0,,,,,,,,10,1,1,1,1.0041045893231195,2020
2621,11210,2,2,1,,2,2,1,1,1,1,1,1,1,2,2,2,1,3,1,1,2,2,2,2,3,1,,20.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,2.0,3.0,4.0,2.0,3.0,3,3,3,2,3,2,3,3,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3,2,2,3,3,3,3,2,3,2,2,3,2,1,,,,,3.0,7.0,8.0,9.0,,,,,,,,,,,,,,,,,,,61,2,4,1.0,4,1,2,2,2,1.0,3.0,,,,,,,10,1,1,1,0.9993283006746305,2020
2622,11211,2,2,2,,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,4.0,1.0,,,,,,,4,4,3,2,2,1,1,1,3.0,2.0,2.0,,,,,,,,3,4,3,3,4,3,3,4,4,3,2,2,3,1,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,64,2,5,1.0,3,1,1,1,1,,,,,,,,,5,1,1,1,0.9993283006746305,2020
2623,11212,2,1,1,,2,1,1,3,3,2,4,4,3,3,3,2,3,3,3,2,3,3,3,4,3,1,,30.0,,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,3.0,3.0,4.0,3.0,3,3,4,2,2,1,2,2,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2,3,4,3,3,4,3,3,3,4,3,3,4,1,2.0,,,,1.0,2.0,8.0,9.0,10.0,16.0,18.0,,,,,,,,,,,,,,,,59,2,11,,3,1,2,2,2,1.0,3.0,,,,,,,8,1,1,1,1.0041045893231195,2020
2624,11213,2,1,1,,2,2,1,2,1,1,2,1,1,2,3,3,2,2,3,2,2,1,1,1,2,1,,17.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,3.0,2.0,2.0,1.0,2.0,2,3,2,1,1,2,1,1,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3,2,2,3,3,4,3,3,3,3,4,3,2,1,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,63,2,11,,4,1,2,1,2,1.0,3.0,,,,,,,8,1,1,1,0.9993283006746305,2020
2625,11214,2,2,1,,2,2,1,1,2,1,1,1,2,1,3,2,3,2,2,3,2,1,1,2,1,1,,10.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,2.0,2.0,3.0,2.0,3,2,3,1,1,2,2,1,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3,2,3,3,2,3,3,4,3,2,3,3,3,1,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,57,2,11,,3,1,2,1,2,1.0,,,,,,,,7,1,1,1,1.0041045893231195,2020
2626,11215,2,2,2,,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,5.0,1.0,,,,,,,3,4,4,1,2,1,1,1,2.0,1.0,1.0,,,,,,,,4,3,3,4,4,3,3,4,4,3,3,4,4,1,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,67,2,11,,3,1,2,1,2,1.0,,,,,,,,9,1,1,1,0.988684338788458,2020
2627,11216,2,2,1,,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,,15.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,3.0,3.0,2.0,2.0,3,4,3,1,1,2,1,1,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3,3,4,3,3,3,4,3,4,3,4,3,3,1,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,64,2,9,,3,1,1,3,1,,,,,,,,,3,1,1,1,0.9993283006746305,2020
2628,11217,2,2,1,,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,,10.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,3.0,3.0,2.0,3.0,4.0,3,2,2,1,1,2,1,1,1.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3,4,3,3,2,3,4,3,3,4,3,4,3,1,,,,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,66,2,11,,3,1,2,3,2,1.0,,,,,,,,7,1,1,1,0.988684338788458,2020
2629,11218,1,2,1,,2,2,1,2,2,1,1,2,2,1,3,3,2,3,3,2,2,1,1,2,1,1,,20.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,2.0,3.0,2.0,2.0,2,2,1,3,2,2,1,1,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3,3,4,3,3,2,2,3,3,2,3,4,3,1,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,71,2,11,,3,1,2,3,2,1.0,3.0,,,,,,,8,1,1,1,0.9966762296483629,2020
2630,11219,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,5.0,2.0,2.0,,,,,,,4,3,3,1,1,2,1,1,2.0,1.0,1.0,,,,,,,,2,2,3,2,2,3,3,2,3,2,2,3,2,1,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,58,2,3,,3,1,2,3,2,1.0,3.0,,,,,,,9,1,1,1,1.0041045893231195,2020
2631,11220,2,1,1,,2,2,1,3,2,3,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,1,,13.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,,,,,,,3.0,3.0,2.0,2.0,4.0,4.0,3,3,3,3,4,4,3,3,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,2,3,4,3,2,3,3,3,3,3,3,5,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,62,2,11,,4,1,2,2,2,1.0,3.0,,,,,,,10,1,1,1,0.9993283006746305,2020
2632,11221,2,2,1,,2,2,1,2,2,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,1,,10.0,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,,,,,,,2.0,3.0,3.0,3.0,2.0,4.0,3,3,3,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3,4,3,3,4,3,3,2,3,3,3,3,3,4,,,,,4.0,6.0,11.0,14.0,,,,,,,,,,,,,,,,,,,63,2,11,,3,1,2,2,2,1.0,3.0,,,,,,,6,1,1,1,0.9993283006746305,2020
2633,11222,2,2,1,,2,2,1,1,1,1,1,1,1,1,3,2,3,3,3,2,3,3,2,2,2,1,,11.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,,,,,,3.0,2.0,2.0,2.0,2.0,4.0,3,3,3,2,2,2,2,2,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3,2,2,3,4,3,2,3,3,2,3,2,3,2,,,,,1.0,6.0,11.0,,,,,,,,,,,,,,,,,,,,66,2,9,,3,1,2,2,2,1.0,,,,,,,,5,1,1,1,0.988684338788458,2020
2634,11223,2,2,1,,2,2,1,2,2,1,1,1,1,1,3,2,2,3,3,2,3,3,3,3,3,1,,12.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,3.0,2.0,2.0,2.0,2.0,3.0,3,3,3,2,2,2,2,2,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,4,3,3,4,3,3,3,4,3,3,1,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,74,2,11,,3,1,1,2,1,,,,,,,,,7,1,1,1,0.9966762296483629,2020
2635,11224,1,2,1,,2,2,1,3,3,2,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,1,,17.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,,,,,,,2.0,3.0,2.0,2.0,3.0,4.0,4,3,4,2,2,3,2,2,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2,3,2,3,3,3,3,2,3,3,2,3,2,1,,,,,1.0,8.0,11.0,14.0,,,,,,,,,,,,,,,,,,,59,2,4,1.0,3,1,2,2,2,1.0,,,,,,,,10,1,1,1,1.0041045893231195,2020
2636,11225,1,2,2,,2,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,4.0,2.0,,,,,,,1,2,2,2,1,1,2,1,1.0,2.0,2.0,,,,,,,,3,3,2,3,4,3,3,2,3,2,3,3,2,1,,,,,22.0,12.0,,,,,,,,,,,,,,,,,,,,,76,2,11,,2,1,2,3,2,1.0,3.0,,,,,,,5,1,1,1,0.9966762296483629,2020
2637,11226,1,2,1,,2,2,1,2,1,1,3,1,1,3,3,2,1,3,3,1,1,2,1,1,2,1,,20.0,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,1.0,4.0,2.0,2.0,2.0,4.0,3,2,2,3,3,4,4,3,2.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,4,3,4,3,3,2,2,2,3,2,3,4,3,1,,,,,3.0,4.0,9.0,,,,,,,,,,,,,,,,,,,,55,2,11,,3,1,2,3,2,1.0,3.0,,,,,,,9,1,1,1,1.0041045893231195,2020
2638,11227,1,2,1,,2,2,1,2,3,2,2,3,2,2,3,2,2,3,2,3,2,2,1,1,2,1,,10.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,1.0,4.0,3.0,2.0,2.0,4.0,1,2,2,2,3,2,2,1,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3,2,3,4,3,2,3,2,3,3,4,3,4,1,,,,,3.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,55,2,3,,3,1,2,3,2,1.0,3.0,4.0,,,,,,6,1,1,1,1.0041045893231195,2020
2639,11228,1,2,1,,2,2,1,1,1,3,1,1,3,3,3,1,1,3,3,1,1,3,2,3,3,1,,10.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,3.0,3.0,1.0,1.0,3.0,2,2,3,3,2,3,2,1,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,2,2,2,2,2,2,2,3,2,2,2,1,,,,,3.0,12.0,,,,,,,,,,,,,,,,,,,,,61,2,5,,3,1,1,3,2,1.0,3.0,,,,,,,5,1,1,1,0.9993283006746305,2020
2640,11229,2,2,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,3,2,2,1,1,1,1,1,2.0,1.0,1.0,,,,,,,,3,2,3,4,4,4,4,3,3,3,2,3,3,1,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,62,2,9,,3,1,1,2,1,,,,,,,,,3,1,1,1,0.9993283006746305,2020
2641,11230,1,1,1,,2,2,1,4,4,2,4,3,2,4,4,4,4,4,4,2,3,4,4,2,4,1,25.0,10.0,,4.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,,,,,,,2.0,2.0,2.0,4.0,2.0,4.0,4,2,3,2,3,3,3,1,1.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3,4,4,3,4,4,4,4,4,3,3,4,4,1,3.0,,,,11.0,13.0,14.0,,,,,,,,,,,,,,,,,,,,59,2,1,,3,1,2,2,2,1.0,3.0,4.0,,,,,,11,1,1,1,1.0041045893231195,2020
2642,11231,1,1,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,4.0,1.0,,,,,,,3,3,3,2,2,2,2,1,1.0,1.0,1.0,,,,,,,,3,3,3,3,3,3,2,2,2,2,3,3,2,1,3.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,80,2,11,,4,1,1,2,2,1.0,3.0,,,,,,,7,1,1,1,0.9966762296483629,2020
2643,11232,1,2,1,,2,2,1,4,4,4,4,2,1,3,4,4,4,4,4,1,1,3,1,1,3,1,,15.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,,,,,,1.0,2.0,1.0,1.0,1.0,4.0,4,3,4,3,4,4,3,1,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2,3,3,2,2,1,2,3,3,3,2,3,3,1,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,56,2,11,,4,1,2,2,2,1.0,3.0,5.0,,,,,,10,1,1,1,1.0041045893231195,2020
2644,11233,2,2,1,,2,2,1,1,1,1,1,1,1,1,3,2,1,2,2,1,1,2,2,1,3,1,,20.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,1.0,4.0,1.0,1.0,1.0,4.0,4,3,3,1,1,1,1,1,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4,4,3,3,3,4,4,2,3,2,2,4,3,1,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,65,2,9,,3,1,2,2,2,1.0,,,,,,,,3,1,1,1,0.988684338788458,2020
2645,11234,1,2,1,,2,2,1,2,2,2,2,2,2,3,3,3,2,3,3,2,2,3,3,2,3,1,,30.0,,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,2.0,3.0,3.0,3.0,2.0,2.0,3,3,3,3,2,3,2,3,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3,3,3,3,3,3,3,2,2,2,2,3,2,1,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,58,2,5,1.0,3,1,2,2,2,1.0,3.0,,,,,,,11,1,1,1,1.0041045893231195,2020
2646,11235,2,1,1,,2,1,1,2,2,2,2,2,2,2,3,3,2,3,3,3,2,3,3,3,3,1,20.0,30.0,,3.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,2.0,3.0,2.0,3.0,3.0,1.0,3,3,3,3,2,3,3,2,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2,2,3,3,3,3,3,2,2,2,3,3,2,1,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,60,2,11,,4,1,2,2,2,1.0,3.0,,,,,,,11,1,1,1,0.9993283006746305,2020
2647,11236,1,2,1,,2,2,1,2,2,2,2,2,2,2,3,3,2,3,3,2,2,3,3,2,3,1,,30.0,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,2.0,3.0,3.0,3.0,2.0,2.0,3,3,3,3,2,2,2,2,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3,2,2,3,3,3,2,2,2,2,3,3,2,1,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,65,2,5,1.0,3,1,2,2,2,1.0,,,,,,,,9,1,1,1,0.988684338788458,2020
