,ID,Q1A1,Q1A2,Q2A11,Q2A12,Q2A2,Q2A3,Q3,Q4A1,Q4A2,Q4A3,Q4A4,Q4A5,Q4A6,Q4A7,Q5A1,Q5A2,Q5A3,Q5A4,Q5A5,Q5A6,Q5A7,Q6A1,Q6A2,Q6A3,Q6A4,Q7,Q7A1,Q7A2,Q7A3,Q8A1,Q8A2,Q8A3,Q8A4,Q8B1,Q8B2,Q8B3,Q8B4,Q9A1,Q9A2,Q9A3,Q9A4,Q9A5,Q9B1,Q9B2,Q9B3,Q9B4,Q9B5,Q11A1,Q11A2,Q11B1,Q11B2,Q12A1,Q12A2,Q12B1,Q12B2,Q13A1,Q13A2,Q13A3,Q13A4,Q13B1,Q13B2,Q13B3,Q13B4,Q14A1,Q14A2,Q14A3,Q14A4,Q14B1,Q14B2,Q14B3,Q14B4,Q15,Q15A1,Q15A2,Q15B1,Q15B2,Q15C,Q16A1,Q16A2,Q16A3,Q16A4,Q16A5,Q16A6,Q17A01,Q17A02,Q17A03,Q18A1,Q18A2,Q18A3,Q18A4,Q18A5,Q19A1,Q19A2,Q19A3,Q20A1,Q20A2,Q20A3,Q20A4,Q20A5,Q20A6,Q20A7,Q21A1,Q21A2,Q21A3,Q21A4,Q21A5,Q21A6,Q21A7,Q21A8,Q22A1,Q22A2,Q22A3,Q22A4,Q22A5,Q31A1,Q31A2,Q31A3,Q31A4,Q31A5,Q32A01,Q32A02,Q32A03,Q32A04,Q32A05,Q32A06,Q32A07,Q32A08,Q32A09,Q32A10,Q32A11,Q32A12,Q32A13,Q32A14,Q32A15,Q32A16,Q32A17,Q32A18,Q32A19,Q32A20,Q32A21,Q32A22,ADQ1,ADQ2,ADQ3,ADQ3A,ADQ4,ADQ5,ADQ6,ADQ7,ADQ8,ADQ8A1,ADQ8A2,ADQ8A3,ADQ8A4,ADQ8A5,ADQ8A6,ADQ8A7,ADQ8A8,ADQ9,ADQ101,ADQ102,ADQ103,WT,년도
4812,10754,1,2,1,,2,2,1,2,2,1,2,3,2,3,2,3,2,2,1,1,1,3,2,3,2,1,,20.0,,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,,,,,,,2.0,,,,,,3,4,3,3,4,2,3,3,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3,4,4,3,3,4,3,3,4,5,3,4,4,3,5.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,66,2,11,,2,1,2,3,2,1.0,3.0,,,,,,,8,1,1,1,0.87,2018
4813,10755,1,2,1,,2,2,1,3,2,2,3,2,2,2,3,3,2,3,2,2,3,3,2,3,2,1,5.0,20.0,,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,,,,,,,2.0,,,,,,3,3,4,3,3,4,3,3,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3,3,4,4,3,2,3,3,4,5,4,3,4,3,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,65,2,11,,3,1,2,2,2,1.0,3.0,,,,,,,10,1,1,1,0.87,2018
4814,10756,2,1,1,,2,2,1,3,3,2,2,2,2,2,3,3,2,3,3,2,2,2,3,3,2,1,,23.0,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,,,,,,2.0,,,,,,3,2,2,2,2,2,3,3,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3,2,2,2,3,2,2,3,5,4,5,4,5,2,1.0,,,,,2.0,4.0,14.0,,,,,,,,,,,,,,,,,,,66,2,5,1.0,4,1,1,2,2,1.0,3.0,,,,,,,7,1,1,1,0.87,2018
4815,10757,2,2,1,,2,2,1,1,1,1,1,1,1,1,3,3,2,3,3,2,1,3,2,3,3,1,,20.0,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,6.0,,,,,,3,3,2,3,2,3,3,2,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3,2,3,3,4,2,2,1,3,3,4,5,4,1,1.0,,,,,6.0,8.0,,,,,,,,,,,,,,,,,,,,66,2,11,,2,1,2,3,2,1.0,3.0,,,,,,,10,1,1,1,0.87,2018
4816,10758,2,2,1,,2,2,1,1,1,1,1,1,1,1,2,1,1,3,3,2,1,3,2,2,2,1,,15.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,,,,,,6.0,,,,,,3,4,3,3,2,2,3,2,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3,2,3,3,3,2,2,2,3,4,3,5,4,1,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,65,2,4,1.0,2,1,2,1,2,1.0,3.0,,,,,,,9,1,1,1,0.87,2018
4817,10759,2,2,2,,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,2.0,2.0,,,,,,,2,1,1,1,1,2,1,1,,,,,,,,,,,2,1,2,2,2,2,3,1,3,4,4,4,1,3,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,65,2,4,1.0,2,1,2,1,2,1.0,3.0,,,,,,,7,1,1,1,0.87,2018
4818,10760,1,1,2,,2,2,1,1,1,1,1,3,2,1,1,1,1,2,3,1,1,2,1,2,2,1,,25.0,,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,2,1,1,3,2,2,2,3,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2,3,3,2,2,2,2,2,5,4,4,4,4,2,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,69,*,*,,3,1,2,2,2,1.0,,,,,,,,6,*,1,1,0.87,2018
4819,10761,2,2,1,,2,2,1,3,3,2,2,1,2,2,2,3,1,1,2,1,1,2,1,1,1,1,,10.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,3.0,,,,,3,3,2,2,3,3,2,2,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3,3,2,3,2,1,2,2,5,3,4,4,4,1,1.0,,,,,6.0,7.0,8.0,,,,,,,,,,,,,,,,,,,66,2,11,,2,1,2,3,2,1.0,,,,,,,,3,1,1,1,0.87,2018
4820,10762,1,1,1,,2,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,,20.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,6.0,7.0,,,,,3,3,3,2,1,1,2,2,1.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4,3,3,4,4,3,3,4,5,6,5,4,4,1,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,68,2,11,,1,1,2,3,2,1.0,3.0,6.0,,,,,,10,1,1,1,0.87,2018
4821,10763,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,2.0,1.0,,,,,,,2,2,3,1,1,1,1,1,,,,,,,,,,,3,3,3,3,3,2,3,3,5,5,5,5,5,2,9.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,66,2,11,,3,1,2,1,2,1.0,,,,,,,,9,1,1,1,0.87,2018
4822,10764,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,4.0,1.0,,,,,,,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,3,2,2,5,4,5,4,4,1,9.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,65,2,11,,3,1,2,1,2,1.0,3.0,,,,,,,9,1,1,1,0.87,2018
4823,10765,1,2,1,,2,2,1,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,1,2,2,1,4.0,30.0,,2.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,,,,,,,2.0,,,,,,2,2,1,2,2,2,1,2,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2,2,1,2,2,1,2,2,5,5,4,3,4,3,1.0,,,,,5.0,6.0,,,,,,,,,,,,,,,,,,,,65,2,4,1.0,3,1,2,3,2,1.0,,,,,,,,9,1,1,1,0.87,2018
4824,10766,2,2,1,,2,2,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,,15.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,3,3,3,3,3,3,3,3,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3,3,3,4,4,4,3,3,5,5,5,6,5,3,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,69,2,11,,3,1,2,2,2,1.0,,,,,,,,7,1,1,1,0.87,2018
4825,10767,2,2,3,,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,5.0,1.0,1.0,,,,,,,1,1,2,1,1,1,1,1,,,,,,,,,,,3,2,2,3,3,2,3,2,5,5,4,4,4,1,9.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,65,2,11,,1,1,2,2,2,1.0,3.0,,,,,,,4,1,1,1,0.87,2018
4826,10768,2,2,1,,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,,20.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,6.0,7.0,,,,,3,3,4,2,1,1,1,1,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3,3,2,3,4,3,3,3,3,4,3,3,4,1,9.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,66,2,4,1.0,2,1,2,2,2,1.0,,,,,,,,4,1,1,1,0.87,2018
4827,10769,1,2,1,,2,2,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1,1,1,1,1,,15.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,6.0,,,,,,3,3,4,2,1,1,1,1,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3,2,2,3,4,2,3,3,3,4,5,4,3,1,9.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,65,2,11,,2,1,2,2,2,3.0,6.0,,,,,,,9,1,1,1,0.87,2018
4828,10770,1,2,1,,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,,10.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,3,4,2,3,3,2,2,3,3.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1,1,2,3,3,1,1,1,3,6,5,6,5,2,1.0,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,67,2,11,,3,1,2,2,2,1.0,,,,,,,,6,1,1,1,0.87,2018
4829,10771,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,3.0,,,,,,,3,3,2,3,2,3,3,3,,,,,,,,,,,2,2,2,2,2,3,2,3,5,4,4,4,4,2,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,66,2,11,,3,1,2,1,2,1.0,,,,,,,,9,1,1,1,0.87,2018
4830,10772,1,2,1,,2,2,1,3,3,2,2,3,2,3,3,3,3,2,2,2,3,3,3,2,2,1,20.0,30.0,,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,1.0,,,,,,2,2,2,3,2,3,3,3,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3,2,2,2,2,2,3,3,3,2,4,4,4,2,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,66,2,11,,3,1,2,1,2,1.0,,,,,,,,7,1,1,1,0.87,2018
4831,10773,1,2,1,,2,2,1,4,3,3,4,4,3,3,3,3,4,4,3,3,3,4,4,3,4,1,,30.0,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,,,,,,,1.0,,,,,,3,4,3,3,4,4,3,3,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4,3,3,4,4,4,3,3,6,7,7,6,6,2,1.0,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,65,2,9,,3,1,2,1,2,1.0,,,,,,,,5,1,1,1,0.87,2018
4832,10774,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,3.0,,,,,,,3,3,2,2,1,1,2,1,,,,,,,,,,,3,3,3,3,4,3,3,2,5,5,6,5,5,2,9.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,74,2,11,,2,1,2,1,2,1.0,,,,,,,,5,1,1,1,1.8,2018
4833,10775,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,1.0,,,,,,,3,3,2,2,2,2,2,2,,,,,,,,,,,2,2,2,2,3,2,3,2,4,3,4,5,4,1,9.0,,,,,1.0,2.0,3.0,4.0,6.0,7.0,12.0,13.0,,,,,,,,,,,,,,72,2,11,,3,1,2,2,2,1.0,,,,,,,,4,1,1,1,1.8,2018
4834,10776,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,4.0,1.0,,,,,,,2,3,3,2,2,1,1,1,,,,,,,,,,,3,2,3,2,3,3,2,3,4,4,4,4,4,1,9.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,85,2,11,,1,1,1,2,1,,,,,,,,,2,1,1,1,1.8,2018
4835,10777,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,,,1.0,,,,,,,2,2,1,1,1,1,1,1,,,,,,,,,,,2,2,2,3,3,3,3,2,4,2,4,3,3,1,9.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,71,2,5,2.0,1,1,1,3,1,,,,,,,,,2,1,1,1,1.8,2018
4836,10778,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,2.0,,,,,,,3,2,3,2,2,3,2,2,,,,,,,,,,,3,2,2,3,3,2,2,2,4,3,3,4,3,1,9.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,83,2,11,,2,1,1,2,1,,,,,,,,,2,1,1,1,1.8,2018
4837,10779,1,1,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,2.0,,,,,,,2,2,2,1,1,1,1,1,,,,,,,,,,,3,3,2,3,3,2,2,2,4,4,4,4,3,1,9.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,70,2,5,2.0,3,1,2,2,2,1.0,,,,,,,,5,1,1,1,1.8,2018
4838,10780,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,,,,,3,3,4,2,2,1,2,2,,,,,,,,,,,3,3,4,3,3,3,3,3,5,5,6,5,5,1,9.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,78,2,11,,2,1,1,3,1,,,,,,,,,4,1,1,1,1.8,2018
4839,10781,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,,,,,3,4,3,2,2,1,2,2,,,,,,,,,,,3,3,3,4,3,3,3,3,5,6,6,5,5,2,9.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,71,2,11,,2,1,2,3,2,3.0,6.0,,,,,,,7,1,1,1,1.8,2018
4840,10782,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,2.0,,,,,,,1,2,2,1,2,1,1,1,,,,,,,,,,,2,2,2,3,3,3,3,3,4,3,3,4,3,1,9.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,71,2,11,,2,1,2,3,2,1.0,,,,,,,,3,1,1,1,1.8,2018
4841,10783,1,2,2,,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,2.0,2.0,,,,,,,2,3,2,2,2,2,1,2,,,,,,,,,,,1,2,3,3,3,4,2,3,4,3,3,4,4,1,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,73,2,11,,2,1,2,2,2,1.0,3.0,,,,,,,7,1,1,1,1.8,2018
4842,10784,2,2,3,,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,2.0,3.0,,,,,,,3,3,4,2,2,2,1,1,,,,,,,,,,,3,2,2,2,3,1,2,2,3,3,3,4,3,1,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,71,2,11,,2,1,1,3,1,,,,,,,,,2,1,1,1,1.8,2018
4843,10785,1,2,1,,2,2,1,2,2,2,2,2,2,1,4,3,2,2,2,2,2,1,1,1,1,1,,10.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,3,3,3,3,2,2,1,1,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3,3,3,3,3,3,2,2,6,6,5,5,6,2,1.0,2.0,,,,1.0,6.0,11.0,14.0,,,,,,,,,,,,,,,,,,72,2,5,1.0,1,1,2,2,2,1.0,,,,,,,,4,1,1,1,1.8,2018
4844,10786,1,2,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,2.0,2.0,,,,,,,3,3,1,1,1,1,1,1,,,,,,,,,,,3,3,3,3,4,4,3,3,4,4,6,5,5,2,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,79,2,11,,1,1,2,1,2,1.0,,,,,,,,9,1,1,1,1.8,2018
4845,10787,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,1.0,,,,,,,3,3,3,2,2,2,2,2,,,,,,,,,,,3,4,3,3,3,3,2,2,5,5,5,5,5,1,9.0,,,,,1.0,9.0,,,,,,,,,,,,,,,,,,,,75,2,14,,3,1,2,2,2,1.0,,,,,,,,6,1,1,1,1.8,2018
4846,10788,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,4.0,2.0,,,,,,,3,3,4,2,2,1,1,1,,,,,,,,,,,3,3,2,2,3,2,2,2,4,4,5,5,5,1,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,79,2,11,,2,1,2,3,2,1.0,,,,,,,,8,1,1,1,1.8,2018
4847,10789,1,2,1,,2,2,1,3,3,3,3,3,3,3,4,4,4,4,4,3,4,1,1,1,1,1,,30.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,3,3,3,1,1,1,1,1,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2,2,3,2,2,2,2,2,4,4,4,4,4,1,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,71,2,5,1.0,3,1,1,2,1,,,,,,,,,9,1,1,1,1.8,2018
4848,10790,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,1.0,,,,,,,2,2,2,1,1,1,1,1,,,,,,,,,,,2,2,2,1,2,2,3,3,3,3,4,4,4,1,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,71,2,11,,2,1,2,2,2,1.0,,,,,,,,9,1,1,1,1.8,2018
4849,10791,2,2,2,,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,3.0,3.0,,,,,,,2,2,2,2,2,2,2,1,,,,,,,,,,,3,3,3,3,4,3,3,3,4,4,5,4,4,1,1.0,,,,,1.0,9.0,13.0,14.0,,,,,,,,,,,,,,,,,,70,2,11,,2,1,2,1,2,1.0,,,,,,,,5,1,1,1,1.8,2018
4850,10792,1,1,3,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,3.0,1.0,,,,,,,2,2,3,1,1,1,1,1,,,,,,,,,,,2,3,2,2,3,2,2,2,4,4,4,5,5,1,1.0,,,,,22.0,,,,,,,,,,,,,,,,,,,,,79,2,11,,1,1,2,1,2,1.0,6.0,,,,,,,9,1,1,1,1.8,2018
