,ADQ1,ADQ101,ADQ102,ADQ103,ADQ2,ADQ3,ADQ4,ADQ5,ADQ7,ADQ8A1,ADQ8A2,ADQ8A3,ADQ8A4,ADQ8A5,ADQ8A6,ADQ8A7,ADQ8A8,ADQ9,Q1A1,Q1A2,Q21A1,Q21A2,Q21A7,Q22A3,Q2A11,Q2A12,Q2A2,Q5A5,Q8A1,Q8A3,Q8A4,Q8B1,Q8B3,Q8B4,Q9A1,Q9B1,Q32A01,Q32A02,Q32A03,Q32A04,Q32A05,Q32A06,Q32A07,Q32A08,Q32A09,Q32A10,Q32A11,Q32A12,Q32A13,Q32A14,Q32A15,Q32A16,Q32A17,Q32A18,Q32A19,Q32A20,Q32A21,Q32A22,년도
0,55,10,1,1,2,4,3,1,1,,,,,,,,,4,1,2,3,2,3,2,1,,2,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,2019
1,55,15,2,2,2,5,2,1,1,,,,,,,,,4,1,2,3,2,4,2,1,,2,3,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,2019
2,55,13,2,2,1,5,4,1,4,1.0,,,,,,,,3,1,2,3,2,4,2,1,,2,4,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
3,55,*,1,1,*,*,3,1,3,3.0,,,,,,,,4,1,1,3,2,4,3,1,,1,3,4.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,10.0,11.0,14.0,19.0,,,,,,,,,,,,,,,,,,,2019
4,55,11,2,2,2,11,3,1,1,1.0,3.0,,,,,,,8,2,1,3,4,3,3,1,,2,3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,2019
5,55,9,1,2,1,4,3,1,2,1.0,3.0,,,,,,,8,2,1,3,2,3,2,1,,2,3,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
6,55,9,1,1,1,9,3,1,2,1.0,,,,,,,,7,2,1,3,2,2,2,1,,2,2,2.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
7,55,12,1,1,2,11,4,1,2,1.0,3.0,,,,,,,7,1,1,3,3,3,3,1,,2,3,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,10.0,14.0,20.0,,,,,,,,,,,,,,,,,,,2019
8,55,1,1,1,2,11,3,1,2,1.0,3.0,,,,,,,8,1,2,3,2,3,2,1,,2,2,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
9,55,2,1,1,2,5,3,1,3,1.0,,,,,,,,8,1,2,2,2,2,2,1,,2,2,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,6.0,7.0,15.0,,,,,,,,,,,,,,,,,,,,2019
10,55,16,1,2,1,5,3,1,2,1.0,3.0,,,,,,,8,1,1,1,2,2,2,1,,2,3,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
11,55,1,1,1,1,3,4,1,3,1.0,3.0,,,,,,,8,1,2,2,3,3,3,1,,2,2,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,7.0,10.0,14.0,,,,,,,,,,,,,,,,,,2019
12,55,2,1,1,1,4,3,1,2,1.0,,,,,,,,8,1,2,3,2,3,2,1,,2,3,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
13,55,1,1,1,2,11,3,1,2,1.0,3.0,,,,,,,8,1,2,3,2,3,3,1,,2,3,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,2019
14,55,9,1,1,1,5,3,1,3,1.0,3.0,,,,,,,8,2,1,3,3,4,3,1,,1,3,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
15,55,1,1,1,2,11,3,1,2,1.0,3.0,,,,,,,8,1,2,2,2,3,2,1,,2,3,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,2019
16,55,1,1,1,2,11,3,1,2,1.0,,,,,,,,8,1,1,2,2,3,2,1,,2,3,2.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,2019
17,55,1,1,1,2,11,3,1,2,1.0,,,,,,,,8,1,1,2,2,3,2,1,,2,3,2.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,2019
18,55,13,2,2,2,4,3,1,2,1.0,3.0,,,,,,,7,1,1,3,3,3,3,1,,1,4,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
19,55,1,1,1,1,7,3,1,2,1.0,3.0,,,,,,,7,1,1,2,2,3,3,1,,2,3,4.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,10.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,2019
20,55,1,1,1,1,4,4,1,2,1.0,3.0,,,,,,,8,1,1,3,3,3,2,1,,2,3,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
21,55,4,1,1,1,4,3,1,2,1.0,3.0,,,,,,,8,1,1,4,2,2,3,1,,1,4,3.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,6.0,7.0,9.0,,,,,,,,,,,,,,,,,,,2019
22,55,15,1,1,2,11,4,1,2,1.0,3.0,,,,,,,8,1,2,4,4,4,4,1,,2,3,3.0,2.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,14.0,18.0,,,,,,,,,,,,,,,,,,,,2019
23,55,5,1,1,1,9,3,1,2,1.0,,,,,,,,7,1,2,3,3,3,3,1,,2,4,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,11.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,2019
24,55,*,1,1,*,*,4,1,3,1.0,3.0,,,,,,,8,1,1,2,2,3,2,1,,1,4,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,18.0,,,,,,,,,,,,,,,,,,,,,,2019
25,55,15,1,1,1,3,3,1,2,1.0,3.0,,,,,,,7,2,1,3,3,3,4,1,,2,4,4.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
26,55,*,1,1,*,*,3,1,2,1.0,3.0,,,,,,,7,1,1,3,3,3,3,1,,2,4,2.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,19.0,,,,,,,,,,,,,,,,,,,,,,2019
27,55,1,1,1,1,3,4,1,2,1.0,3.0,,,,,,,7,1,1,3,4,4,3,1,,1,3,3.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,15.0,19.0,,,,,,,,,,,,,,,,,,,,2019
28,55,15,1,2,1,4,3,1,1,1.0,3.0,,,,,,,7,1,1,4,3,4,3,1,,1,4,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,5.0,14.0,,,,,,,,,,,,,,,,,,,,,2019
29,55,6,1,1,1,3,4,1,2,1.0,,,,,,,,7,1,1,3,3,3,3,1,,1,4,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,2019
30,55,*,2,2,*,*,3,1,1,1.0,3.0,,,,,,,8,1,1,3,3,3,3,1,,1,3,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,11.0,14.0,,,,,,,,,,,,,,,,,,,,2019
31,55,15,1,1,2,4,4,1,2,1.0,3.0,,,,,,,8,1,1,3,3,3,4,1,,1,4,2.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
32,55,2,1,1,1,8,3,1,3,1.0,3.0,,,,,,,7,1,1,3,3,3,4,1,,2,4,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,16.0,,,,,,,,,,,,,,,,,,,,,,2019
33,55,10,1,1,2,4,3,1,2,1.0,,,,,,,,5,1,2,3,3,2,3,1,,2,2,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
34,55,10,1,1,2,4,3,1,2,3.0,,,,,,,,5,1,2,3,3,2,3,1,,2,2,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,7.0,11.0,12.0,13.0,14.0,,,,,,,,,,,,,,,2019
35,55,9,1,1,2,11,3,2,2,1.0,3.0,,,,,,,6,1,2,3,2,3,3,1,,2,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,12.0,,,,,,,,,,,,,,,,,,,,2019
36,55,16,1,1,2,5,3,1,1,1.0,3.0,,,,,,,6,1,2,3,4,3,2,1,,2,2,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
37,55,13,2,2,1,5,3,1,1,1.0,3.0,,,,,,,5,1,2,3,3,3,3,1,,2,2,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,2019
38,55,4,1,1,1,5,3,1,4,,,,,,,,,6,1,1,3,2,3,2,1,,2,3,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
39,55,10,1,1,1,5,4,1,1,3.0,,,,,,,,6,1,1,3,3,3,3,1,,2,3,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,2019
40,55,13,2,2,1,4,3,1,1,1.0,,,,,,,,6,1,2,3,4,3,3,1,,2,2,4.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,2019
41,55,1,1,1,1,4,3,1,1,,,,,,,,,6,2,1,3,4,3,3,1,,2,3,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
42,55,11,2,2,2,11,3,1,2,1.0,,,,,,,,5,1,2,4,3,4,4,1,,2,4,2.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,11.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,2019
43,55,2,1,1,1,5,3,1,2,1.0,3.0,,,,,,,6,1,2,3,3,3,3,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
44,55,1,1,1,1,14,2,1,2,1.0,3.0,4.0,,,,,,5,1,2,3,3,3,3,1,,2,4,3.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
45,55,1,1,1,1,7,3,1,2,1.0,3.0,,,,,,,6,1,1,3,2,3,4,1,,2,3,1.0,2.0,1.0,4.0,4.0,3.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
46,55,5,1,1,2,11,3,1,1,1.0,4.0,,,,,,,6,1,2,2,2,3,4,1,,2,3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,2019
47,55,1,1,1,1,7,3,1,2,,,,,,,,,6,1,2,3,3,3,4,1,,2,3,1.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,,2019
48,55,1,1,1,1,3,4,1,3,1.0,3.0,,,,,,,5,1,2,4,3,4,3,1,,2,2,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,2019
49,55,9,1,1,2,14,4,1,3,,,,,,,,,6,2,1,3,3,3,3,1,,2,3,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,2019
50,55,*,1,1,*,*,4,1,3,1.0,,,,,,,,11,2,1,3,2,3,3,1,,1,4,2.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,2019
51,55,*,1,1,*,*,4,1,1,1.0,3.0,,,,,,,11,1,1,3,3,4,4,1,,1,3,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,13.0,14.0,19.0,,,,,,,,,,,,,,,,,,,,2019
52,55,9,1,1,2,9,2,1,2,1.0,3.0,,,,,,,10,2,1,2,2,2,3,1,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,2019
53,55,11,2,2,1,6,3,1,1,1.0,3.0,,,,,,,9,1,2,2,3,3,3,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,14.0,,,,,,,,,,,,,,,,,,,,,2019
54,55,1,1,1,2,4,3,1,3,1.0,3.0,,,,,,,9,1,2,3,3,2,2,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
55,55,10,1,1,2,4,3,1,1,1.0,,,,,,,,9,1,1,3,3,3,3,1,,2,2,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,11.0,12.0,13.0,14.0,,,,,,,,,,,,,,,,,2019
56,55,*,1,1,*,*,4,1,2,1.0,3.0,,,,,,,10,1,2,3,2,3,2,1,,2,3,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,10.0,11.0,14.0,19.0,,,,,,,,,,,,,,,,,,2019
57,55,1,1,1,2,11,3,1,2,1.0,3.0,,,,,,,10,1,2,2,2,2,2,1,,2,3,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,2019
58,55,9,1,1,2,5,3,1,3,1.0,3.0,,,,,,,9,1,2,3,3,4,3,1,,2,2,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,2019
59,55,12,1,2,2,4,3,1,1,1.0,3.0,,,,,,,9,1,2,2,2,3,2,1,,2,3,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,6.0,11.0,,,,,,,,,,,,,,,,,,,,2019
60,55,12,1,1,2,5,3,1,2,1.0,3.0,,,,,,,9,1,2,3,2,2,2,1,,2,3,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,11.0,12.0,18.0,19.0,,,,,,,,,,,,,,,,,,,2019
61,55,*,1,1,*,*,3,1,1,1.0,3.0,,,,,,,10,1,1,3,4,2,3,1,,1,3,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,2019
62,55,1,1,1,1,5,3,1,1,1.0,3.0,,,,,,,11,1,2,2,3,3,3,1,,2,2,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
63,55,3,1,1,1,5,3,1,1,1.0,3.0,4.0,,,,,,9,1,2,1,2,3,2,1,,2,3,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
64,55,15,1,1,2,5,3,1,1,1.0,3.0,,,,,,,10,1,1,3,4,4,4,1,,2,3,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,2019
65,55,1,1,1,2,5,3,1,1,1.0,3.0,,,,,,,10,1,1,3,2,2,3,1,,2,3,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,10.0,11.0,14.0,,,,,,,,,,,,,,,,,,,,2019
66,55,1,1,1,2,11,3,1,1,1.0,3.0,,,,,,,10,1,2,2,2,2,2,1,,2,2,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
67,55,3,2,2,2,5,4,1,2,1.0,3.0,,,,,,,11,2,1,2,3,2,4,1,,2,3,1.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2019
68,55,14,2,2,1,8,4,1,2,1.0,3.0,,,,,,,9,1,2,2,2,2,2,1,,2,2,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,8.0,14.0,15.0,16.0,,,,,,,,,,,,,,,,,,,2019
69,55,1,1,1,1,3,4,1,1,1.0,3.0,,,,,,,10,1,2,3,3,3,3,1,,2,2,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,19.0,,,,,,,,,,,,,,,,,,,,,,2019
70,55,1,1,1,1,5,3,1,3,1.0,,,,,,,,11,1,2,3,3,3,3,1,,2,3,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,,2019
71,55,*,1,1,*,*,3,1,3,1.0,,,,,,,,10,1,2,2,3,3,3,1,,2,4,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,11.0,14.0,,,,,,,,,,,,,,,,,,,,,2019
72,55,16,1,2,2,11,3,1,2,1.0,3.0,,,,,,,9,1,1,3,3,3,3,1,,2,3,4.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
73,55,*,1,1,*,*,3,1,2,1.0,3.0,,,,,,,9,1,2,2,2,3,2,1,,2,2,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,2019
74,55,16,1,1,2,4,3,1,2,1.0,3.0,,,,,,,10,1,2,3,2,3,2,1,,2,3,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,2019
75,55,4,1,1,1,5,3,1,2,1.0,3.0,,,,,,,11,2,1,2,2,2,2,1,,2,3,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,2019
76,55,5,1,1,1,7,4,1,1,1.0,3.0,,,,,,,9,1,1,3,2,3,4,1,,1,3,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,11.0,14.0,,,,,,,,,,,,,,,,,,,,2019
77,55,1,1,1,2,5,3,1,2,1.0,3.0,,,,,,,10,1,1,3,4,4,3,1,,1,2,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
78,55,10,1,1,2,11,4,1,2,1.0,3.0,,,,,,,9,1,2,3,3,3,3,1,,2,3,3.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,10.0,11.0,14.0,18.0,20.0,,,,,,,,,,,,,,,,,2019
79,55,1,1,1,2,11,3,1,2,1.0,3.0,,,,,,,10,1,1,3,3,3,3,1,,2,3,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,2019
80,55,1,1,1,2,5,3,1,2,1.0,3.0,,,,,,,10,1,1,3,3,3,3,1,,1,2,2.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
81,55,16,1,2,1,8,3,1,1,1.0,3.0,,,,,,,9,1,2,3,3,3,3,1,,2,3,2.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
82,55,3,1,1,2,11,3,1,2,1.0,3.0,,,,,,,9,1,2,3,3,2,3,1,,2,3,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,6.0,15.0,,,,,,,,,,,,,,,,,,,,,2019
83,55,*,1,1,*,*,3,1,1,1.0,3.0,,,,,,,10,1,2,2,2,3,3,1,,2,3,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
84,55,2,1,1,2,11,3,1,2,1.0,3.0,,,,,,,9,1,1,2,3,3,3,1,,2,2,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
85,55,1,1,1,2,5,3,1,2,1.0,3.0,,,,,,,10,2,1,3,3,3,3,1,,1,3,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,2019
86,55,1,1,1,1,7,3,1,2,1.0,3.0,,,,,,,9,1,1,3,4,3,3,1,,2,3,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,2019
87,55,4,1,2,2,11,3,1,1,1.0,3.0,,,,,,,9,2,2,2,3,2,2,1,,2,3,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,2019
88,55,1,1,1,2,5,3,1,3,,,,,,,,,10,1,2,2,3,2,3,1,,1,3,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,14.0,,,,,,,,,,,,,,,,,,,,,2019
89,55,*,1,1,*,*,3,1,1,1.0,3.0,,,,,,,10,1,1,3,3,4,3,1,,1,3,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,17.0,,,,,,,,,,,,,,,,,,,,,2019
90,55,4,1,1,2,11,3,1,3,1.0,3.0,,,,,,,10,1,2,3,3,3,2,1,,2,3,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,2019
91,55,*,1,1,*,*,3,1,2,1.0,3.0,,,,,,,9,1,2,3,4,4,4,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
92,55,1,1,1,2,5,3,1,2,1.0,3.0,,,,,,,11,1,1,2,2,2,3,1,,2,3,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,2019
93,55,7,1,1,1,7,3,1,2,1.0,3.0,,,,,,,10,1,2,3,2,3,3,1,,2,4,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
94,55,1,1,1,2,11,3,1,1,1.0,3.0,,,,,,,9,1,1,3,2,2,3,1,,2,2,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,2019
95,55,1,1,1,2,5,3,1,2,1.0,3.0,,,,,,,11,1,2,2,3,3,2,1,,1,2,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,11.0,14.0,,,,,,,,,,,,,,,,,,,,,2019
96,55,1,1,1,1,4,3,1,2,1.0,3.0,,,,,,,10,2,1,2,3,2,3,1,,2,3,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
97,55,1,1,1,1,5,3,1,1,1.0,3.0,,,,,,,11,1,1,3,3,4,3,1,,2,3,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
98,55,1,1,1,1,4,3,1,3,1.0,3.0,,,,,,,9,1,2,3,4,4,3,1,,2,3,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
99,55,*,1,1,*,*,4,1,2,1.0,3.0,,,,,,,11,1,2,3,2,2,3,1,,1,2,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,6.0,7.0,12.0,13.0,14.0,,,,,,,,,,,,,,,,,2019
100,55,1,1,1,2,5,3,1,2,1.0,3.0,,,,,,,9,1,1,3,2,4,2,1,,1,3,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
101,55,16,1,1,2,11,3,1,2,1.0,3.0,,,,,,,9,1,1,2,2,3,2,1,,2,3,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
102,55,16,1,1,2,5,3,1,1,1.0,3.0,,,,,,,9,1,2,3,3,3,3,1,,2,3,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
103,55,9,1,2,2,5,3,1,2,1.0,3.0,,,,,,,11,2,1,2,2,3,2,1,,2,3,2.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,7.0,11.0,14.0,18.0,,,,,,,,,,,,,,,,,,2019
104,55,15,1,1,1,7,3,1,2,1.0,3.0,,,,,,,10,1,2,4,3,3,2,1,,2,4,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,16.0,19.0,,,,,,,,,,,,,,,,,,,,,2019
105,55,1,1,1,2,5,3,1,2,1.0,3.0,,,,,,,11,1,1,3,3,3,4,1,,2,3,4.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,2019
106,55,11,1,1,1,5,3,2,3,1.0,3.0,,,,,,,9,1,1,3,2,3,3,1,,2,2,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
107,55,1,1,1,1,7,3,1,2,1.0,3.0,,,,,,,9,1,1,3,2,3,2,1,,1,3,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
108,55,11,1,1,2,11,4,1,2,1.0,3.0,,,,,,,10,1,2,3,2,2,4,1,,2,3,1.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,2019
109,55,1,1,1,2,9,3,1,2,1.0,3.0,,,,,,,11,1,2,3,3,2,3,1,,1,3,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,14.0,15.0,17.0,,,,,,,,,,,,,,,,,,,,2019
110,55,1,1,1,1,5,3,1,2,1.0,3.0,,,,,,,11,1,1,2,2,3,3,1,,1,4,2.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,4.0,9.0,13.0,,,,,,,,,,,,,,,,,,,,2019
111,55,*,1,1,*,*,4,1,2,1.0,,,,,,,,10,1,1,4,3,3,3,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
112,55,1,1,1,1,3,4,1,2,1.0,3.0,,,,,,,9,1,2,3,2,3,3,1,,2,3,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,8.0,9.0,11.0,12.0,14.0,,,,,,,,,,,,,,,,2019
113,55,16,1,1,1,4,3,1,2,1.0,3.0,,,,,,,9,2,1,3,4,4,3,1,,1,4,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,2019
114,55,1,1,1,2,11,3,2,3,1.0,3.0,,,,,,,9,1,1,3,3,3,3,1,,2,4,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
115,55,15,2,2,2,11,3,1,1,1.0,3.0,,,,,,,9,1,1,4,4,3,3,1,,2,3,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,13.0,16.0,,,,,,,,,,,,,,,,,,,,,2019
