,ADQ1,ADQ101,ADQ102,ADQ103,ADQ2,ADQ3,ADQ4,ADQ5,ADQ7,ADQ8A1,ADQ8A2,ADQ8A3,ADQ8A4,ADQ8A5,ADQ8A6,ADQ8A7,ADQ8A8,ADQ9,Q1A1,Q1A2,Q21A1,Q21A2,Q21A7,Q22A3,Q2A11,Q2A12,Q2A2,Q5A5,Q8A1,Q8A3,Q8A4,Q8B1,Q8B3,Q8B4,Q9A1,Q9B1,Q32A01,Q32A02,Q32A03,Q32A04,Q32A05,Q32A06,Q32A07,Q32A08,Q32A09,Q32A10,Q32A11,Q32A12,Q32A13,Q32A14,Q32A15,Q32A16,Q32A17,Q32A18,Q32A19,Q32A20,Q32A21,Q32A22,년도
1562,70,10,1,1,2,11,1,1,2,1.0,,,,,,,,4,2,2,3,2,3,3,1,,2,2,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1563,70,1,1,1,2,11,1,2,2,1.0,,,,,,,,3,1,2,3,2,2,2,1,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1564,70,16,1,1,1,14,3,2,2,1.0,,,,,,,,4,2,2,3,3,3,3,1,,2,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,2019
1565,70,15,1,1,1,14,1,1,1,1.0,,,,,,,,4,2,2,3,2,3,3,1,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,2019
1566,70,3,1,1,2,4,1,1,1,1.0,,,,,,,,4,2,2,2,2,2,2,1,,2,3,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1567,70,1,1,1,1,9,2,1,1,,,,,,,,,3,2,2,3,3,3,4,1,,2,3,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1568,70,*,1,1,*,*,3,1,2,1.0,,,,,,,,4,1,2,3,2,2,2,1,,2,1,1.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1569,70,13,2,2,1,6,1,1,1,1.0,,,,,,,,4,1,2,3,3,3,4,1,,2,3,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,2019
1570,70,1,1,1,1,7,3,1,3,1.0,,,,,,,,4,2,2,2,2,3,3,1,,2,4,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1571,70,15,1,1,2,6,1,1,2,1.0,,,,,,,,5,2,2,3,3,2,3,2,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1572,70,14,1,2,2,11,1,1,1,1.0,,,,,,,,5,2,2,3,3,3,2,2,,2,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1573,70,15,2,2,2,6,1,1,1,1.0,,,,,,,,6,2,2,3,4,2,3,1,,2,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,12.0,,,,,,,,,,,,,,,,,,,,2019
1574,70,15,1,2,2,4,2,1,1,,,,,,,,,5,2,2,3,2,2,2,1,,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1575,70,16,1,1,1,5,2,1,1,1.0,,,,,,,,5,2,2,3,4,3,3,1,,2,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1576,70,15,1,2,2,5,2,1,1,1.0,,,,,,,,6,2,2,3,4,3,4,1,,2,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,2019
1577,70,9,1,1,2,9,2,1,2,1.0,,,,,,,,5,2,2,2,2,2,2,1,,2,1,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,11.0,12.0,,,,,,,,,,,,,,,,,,,,,2019
1578,70,7,1,1,2,11,1,1,2,1.0,,,,,,,,6,2,2,3,3,2,3,1,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1579,70,3,2,2,1,14,3,1,2,1.0,,,,,,,,7,2,2,2,3,3,3,1,,2,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,2019
1580,70,2,1,1,1,4,1,1,2,1.0,,,,,,,,7,1,2,3,3,3,3,1,,2,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1581,70,13,1,1,2,11,1,1,2,3.0,,,,,,,,7,2,2,2,2,2,3,1,,2,2,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,6.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,2019
1582,70,14,1,2,1,5,2,1,1,1.0,,,,,,,,7,1,2,3,3,4,2,1,,2,1,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,2019
1583,70,9,1,1,2,11,1,1,2,1.0,3.0,,,,,,,7,1,2,2,2,2,2,1,,2,1,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,6.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,2019
1584,70,1,1,1,2,4,2,1,1,3.0,,,,,,,,8,2,1,3,2,3,3,1,,2,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,2019
1585,70,9,1,1,2,5,3,1,1,1.0,,,,,,,,7,2,2,2,2,3,3,1,,2,3,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,2019
1586,70,15,1,1,1,14,3,1,2,1.0,,,,,,,,8,2,2,3,2,3,2,1,,2,2,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,2019
1587,70,1,1,1,2,5,1,1,3,3.0,,,,,,,,8,1,1,3,4,4,3,1,,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1588,70,9,1,1,1,1,4,1,1,1.0,3.0,,,,,,,8,1,2,3,3,3,3,1,,2,3,4.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,2019
1589,70,11,2,2,1,14,3,1,2,,,,,,,,,5,2,2,3,2,3,4,1,,2,2,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,2019
1590,70,*,1,1,*,*,2,1,1,1.0,,,,,,,,5,2,2,1,3,3,3,1,,2,2,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1591,70,9,1,1,2,11,2,1,3,1.0,,,,,,,,6,1,2,3,3,3,3,1,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1592,70,15,1,2,1,4,2,1,1,1.0,,,,,,,,6,2,2,3,2,1,2,1,,2,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1593,70,15,1,2,2,11,1,1,1,1.0,,,,,,,,5,2,2,3,2,2,2,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1594,70,2,1,1,2,11,3,1,1,1.0,,,,,,,,6,2,2,2,2,2,2,1,,2,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,2019
1595,70,15,1,1,2,11,3,1,2,1.0,,,,,,,,5,2,2,3,2,2,2,1,,2,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1596,70,4,1,1,2,11,2,1,3,1.0,,,,,,,,5,2,2,3,2,2,2,1,,2,2,9.0,9.0,9.0,3.0,2.0,1.0,9.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1597,70,9,1,1,2,11,3,1,1,1.0,,,,,,,,6,2,2,3,3,2,2,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1598,70,9,1,1,2,11,2,1,2,1.0,,,,,,,,6,2,2,2,2,2,1,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,2019
1599,70,9,1,1,2,11,2,1,1,1.0,,,,,,,,6,1,2,3,3,2,4,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1600,70,1,1,1,1,14,3,1,1,1.0,,,,,,,,5,2,2,3,2,2,2,1,,2,3,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1601,70,1,1,1,1,4,3,1,1,1.0,,,,,,,,6,1,1,3,2,2,2,1,,2,3,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,2019
1602,70,1,1,1,1,4,3,1,1,1.0,,,,,,,,5,1,1,2,2,2,3,1,,2,2,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,2019
1603,70,15,1,1,2,11,2,1,1,1.0,,,,,,,,5,1,1,3,3,3,3,1,,1,2,3.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,2019
1604,70,16,1,1,1,7,2,1,1,1.0,,,,,,,,6,1,2,3,2,4,2,1,,2,3,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,2019
1605,70,15,1,2,2,11,2,1,1,1.0,,,,,,,,5,1,1,3,4,4,4,1,,1,3,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,2019
1606,70,15,1,1,1,14,4,1,2,1.0,3.0,,,,,,,6,1,1,3,2,3,3,1,,1,3,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,14.0,19.0,,,,,,,,,,,,,,,,,,,2019
1607,70,2,1,1,2,11,1,1,2,1.0,3.0,,,,,,,11,2,2,2,2,3,3,1,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2019
1608,70,15,1,1,2,5,1,1,1,3.0,,,,,,,,9,2,1,2,2,1,2,2,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1609,70,4,1,1,1,14,2,1,1,1.0,3.0,,,,,,,10,1,1,2,2,3,3,1,,1,3,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1610,70,*,1,1,*,*,4,1,1,3.0,,,,,,,,10,1,1,3,3,3,3,1,,1,3,4.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1611,70,9,1,1,1,8,2,1,2,1.0,3.0,,,,,,,10,1,2,3,2,2,3,3,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1612,70,1,1,1,1,7,3,1,3,1.0,,,,,,,,5,1,2,3,2,2,3,3,,2,2,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2019
1613,70,5,1,1,2,5,1,1,1,1.0,,,,,,,,6,2,2,3,1,3,3,2,,2,1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2019
1614,70,9,1,1,1,7,2,1,2,1.0,,,,,,,,4,1,2,2,2,2,1,3,,2,2,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1615,70,9,1,1,1,14,3,1,2,1.0,,,,,,,,3,2,2,3,3,2,3,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1616,70,12,1,1,1,9,2,1,2,1.0,,,,,,,,3,2,2,2,1,2,2,3,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1617,70,13,1,1,2,11,2,1,2,1.0,,,,,,,,4,1,2,3,3,3,3,3,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1618,70,14,2,2,2,6,1,2,1,1.0,,,,,,,,4,2,2,3,3,3,3,2,,2,1,,,,,,,,,3.0,6.0,7.0,12.0,14.0,,,,,,,,,,,,,,,,,,2019
1619,70,1,1,1,1,5,3,1,1,1.0,,,,,,,,6,2,2,2,1,2,1,3,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1620,70,1,1,1,1,7,1,1,1,1.0,,,,,,,,3,1,2,2,1,1,1,3,,2,1,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,2019
1621,70,1,1,1,1,14,3,1,1,1.0,3.0,,,,,,,4,2,2,3,3,3,2,2,,2,1,,,,,,,,,5.0,6.0,,,,,,,,,,,,,,,,,,,,,2019
1622,70,1,1,1,2,11,2,1,3,,,,,,,,,3,2,2,2,2,3,2,3,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1623,70,1,1,1,2,5,3,1,2,1.0,,,,,,,,8,2,2,3,3,3,3,2,,2,1,,,,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,2019
1624,70,1,1,1,2,11,2,1,1,1.0,,,,,,,,4,2,2,3,3,3,3,2,,2,1,,,,,,,,,1.0,2.0,4.0,11.0,12.0,,,,,,,,,,,,,,,,,,2019
1625,70,9,1,1,2,11,1,1,1,1.0,,,,,,,,5,2,2,2,2,3,3,2,,2,1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2019
1626,70,2,1,1,1,14,2,1,2,1.0,3.0,,,,,,,8,2,2,3,3,3,3,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1627,70,2,1,1,1,14,3,1,1,1.0,,,,,,,,6,2,2,3,2,2,3,2,,2,2,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1628,70,2,1,1,1,9,2,1,2,1.0,,,,,,,,4,2,2,3,3,3,4,2,,2,1,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,2019
1629,70,2,1,1,1,4,1,1,1,1.0,,,,,,,,4,2,2,3,2,3,2,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1630,70,2,1,1,2,11,1,1,1,,,,,,,,,2,2,2,1,1,1,2,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1631,70,2,1,1,2,11,2,1,2,1.0,3.0,,,,,,,7,1,1,2,2,3,2,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1632,70,3,1,1,1,7,3,1,1,1.0,,,,,,,,5,2,2,3,1,1,3,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1633,70,3,1,1,1,14,1,1,1,1.0,,,,,,,,2,2,2,3,3,2,3,3,,2,1,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,2019
1634,70,3,2,2,2,11,2,1,2,1.0,,,,,,,,8,2,2,2,3,3,2,3,,2,1,,,,,,,,,11.0,12.0,,,,,,,,,,,,,,,,,,,,,2019
1635,70,3,1,1,2,11,1,1,1,1.0,,,,,,,,2,2,2,2,2,1,1,2,,2,1,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,2019
1636,70,4,1,1,2,11,1,1,2,1.0,3.0,,,,,,,10,1,2,2,3,2,3,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1637,70,4,1,1,2,11,1,1,1,1.0,,,,,,,,2,2,2,2,2,3,3,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1638,70,6,1,1,1,4,3,1,1,1.0,,,,,,,,4,2,2,2,2,3,3,2,,2,1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2019
1639,70,6,1,1,2,11,2,1,2,1.0,,,,,,,,4,2,2,3,3,3,3,2,,2,1,,,,,,,,,1.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,2019
1640,70,7,1,1,2,11,1,1,2,1.0,,,,,,,,5,2,2,3,3,3,3,2,,2,1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2019
1641,70,9,1,2,1,14,2,2,1,1.0,3.0,,,,,,,7,1,1,2,2,2,2,2,,2,2,,,,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,2019
1642,70,9,1,1,2,11,3,1,1,1.0,,,,,,,,4,1,2,2,2,2,2,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1643,70,9,1,1,2,9,2,1,1,,,,,,,,,3,1,2,2,2,2,2,3,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1644,70,12,1,2,1,14,3,1,1,1.0,,,,,,,,3,2,2,2,1,3,2,2,,2,1,,,,,,,,,1.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,2019
1645,70,12,1,1,2,11,2,1,2,1.0,,,,,,,,5,2,2,3,3,2,3,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1646,70,13,2,2,1,6,1,1,1,1.0,,,,,,,,3,2,2,3,2,3,4,2,,2,1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2019
1647,70,13,2,2,1,14,1,1,1,1.0,,,,,,,,3,2,2,4,4,3,3,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1648,70,13,2,2,2,6,1,1,1,1.0,,,,,,,,2,2,2,2,2,2,2,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1649,70,14,2,2,1,7,2,1,2,1.0,,,,,,,,4,2,2,3,3,3,3,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1650,70,14,2,2,2,5,1,1,1,1.0,,,,,,,,2,1,2,2,1,1,2,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1651,70,16,1,1,2,11,2,1,3,1.0,,,,,,,,2,1,2,2,2,3,2,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1652,70,*,1,1,*,*,2,1,1,1.0,,,,,,,,3,2,2,3,2,3,2,2,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1653,70,1,1,1,2,4,3,1,1,1.0,,,,,,,,4,2,2,2,2,3,3,3,,2,1,,,,,,,,,11.0,13.0,14.0,,,,,,,,,,,,,,,,,,,,2019
1654,70,1,1,1,1,14,2,1,1,,,,,,,,,2,2,2,2,2,3,2,3,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1655,70,2,1,1,2,11,1,1,1,1.0,,,,,,,,2,2,2,3,3,2,2,3,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1656,70,*,1,1,*,*,2,1,3,1.0,,,,,,,,3,2,2,2,2,2,3,3,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1657,70,1,1,1,2,4,2,1,3,1.0,,,,,,,,4,1,2,3,2,2,1,3,,2,1,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1658,70,9,1,1,2,9,2,1,1,1.0,3.0,6.0,,,,,,6,1,2,3,3,2,2,3,,2,2,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1659,71,14,2,2,2,11,1,1,1,1.0,,,,,,,,4,2,2,3,3,2,3,1,,2,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2019
1660,71,15,1,1,2,11,1,1,2,1.0,,,,,,,,3,2,2,2,3,2,2,1,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1661,71,1,1,1,2,11,2,1,2,,,,,,,,,4,2,2,3,2,2,3,1,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,9.0,12.0,,,,,,,,,,,,,,,,,,,,,2019
1662,71,3,1,1,2,14,2,1,1,,,,,,,,,3,2,2,3,2,4,4,1,,2,2,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,2019
1663,71,10,1,1,1,14,2,1,2,1.0,,,,,,,,3,2,2,3,3,3,2,1,,2,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,2019
1664,71,13,2,2,2,6,1,1,1,1.0,,,,,,,,3,2,2,2,2,2,3,1,,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1665,71,15,1,1,1,14,1,1,2,,,,,,,,,3,2,2,2,2,2,2,1,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2019
1666,71,2,1,1,1,9,1,1,2,1.0,,,,,,,,3,2,2,2,2,2,2,1,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,2019
1667,71,7,1,1,2,11,1,1,1,1.0,,,,,,,,4,2,2,2,1,1,3,1,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1668,71,2,1,1,2,11,1,1,2,1.0,,,,,,,,4,1,2,2,1,3,3,1,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,2019
1669,71,15,1,1,1,14,2,1,3,1.0,,,,,,,,3,2,2,2,2,3,3,1,,2,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1670,71,14,2,2,1,6,1,1,2,1.0,,,,,,,,4,2,2,3,3,2,2,1,,2,1,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2019
1671,71,1,1,1,1,14,3,1,1,1.0,,,,,,,,3,2,2,3,2,2,3,1,,2,2,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1672,71,9,1,2,1,14,2,1,3,,,,,,,,,3,1,2,3,2,3,3,1,,2,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,2019
1673,71,13,1,1,2,11,1,1,2,1.0,,,,,,,,3,2,2,2,2,2,3,1,,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1674,71,16,1,1,2,11,1,1,2,1.0,,,,,,,,3,2,2,3,2,3,4,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,2019
1675,71,10,1,1,2,11,3,1,1,1.0,,,,,,,,3,2,2,2,3,3,2,1,,2,2,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1676,71,14,2,2,1,6,2,1,1,1.0,,,,,,,,4,1,2,3,3,2,3,1,,2,3,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,6.0,12.0,,,,,,,,,,,,,,,,,,,,2019
1677,71,2,1,1,1,14,1,1,1,1.0,,,,,,,,3,2,2,3,2,3,4,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,2019
1678,71,16,1,1,1,4,2,1,2,1.0,,,,,,,,4,2,2,3,3,3,3,1,,2,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,2019
1679,71,15,1,2,1,9,3,1,2,1.0,3.0,,,,,,,4,1,2,3,2,2,2,1,,2,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1680,71,1,1,1,2,11,3,1,2,,,,,,,,,4,2,2,4,3,3,4,1,,2,3,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,9.0,,,,,,,,,,,,,,,,,,,2019
1681,71,12,1,1,2,11,1,1,1,1.0,,,,,,,,4,1,1,3,3,3,2,1,,2,3,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,2019
1682,71,13,1,1,1,4,1,1,1,1.0,,,,,,,,4,1,2,2,1,2,2,1,,2,2,3.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1683,71,9,1,1,2,11,3,1,2,1.0,,,,,,,,3,1,1,2,2,2,2,1,,2,3,1.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1684,71,15,1,1,1,14,2,1,2,1.0,,,,,,,,6,2,2,2,3,3,3,1,,2,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,12.0,,,,,,,,,,,,,,,,,,,,,2019
1685,71,2,1,1,1,14,1,1,2,1.0,3.0,,,,,,,5,2,2,3,3,3,3,1,,2,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,2019
1686,71,1,1,1,1,5,3,1,2,1.0,,,,,,,,7,1,2,2,2,1,3,1,,2,2,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1687,71,17,1,2,2,11,2,1,1,1.0,,,,,,,,7,2,2,2,3,3,3,1,,2,2,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,2019
1688,71,9,1,2,1,9,3,2,3,1.0,,,,,,,,5,1,2,2,2,2,3,1,,2,1,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,2019
1689,71,1,1,1,1,9,3,1,1,1.0,,,,,,,,5,2,2,3,2,2,3,1,,2,2,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,2019
1690,71,4,1,1,1,9,2,1,1,1.0,,,,,,,,5,2,2,3,3,2,3,1,,2,2,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,2019
