,연령,광역시도,시_1_군_0,동_1_읍면_0,성별,직업,최종학력,장애판정,가구거주형태,가구월평균소득,여가문화생활_만족도,경제적_만족도,건강상태_만족도,전반적인삶_만족도,년도,온라인_교육_여부,pc_노트북_보유,피처폰_보유,스마트폰_태블릿PC_보유,뉴스_날씨,미디어콘텐츠,SNS,앱 검색 및 설치,형제자매_존재,부모_존재,배우자_존재,동거자녀_존재,y
0,55,강원도,1,1,0,4,3,0,1,4,3,2,3,2,2019,0,1,0,1,0,0,0,0,0,0,0,0,1
1,55,경상도,0,0,0,5,2,0,1,4,3,2,4,2,2019,0,1,0,1,1,0,0,1,0,0,0,0,2
3,55,충청도,0,0,0,11,3,0,1,8,3,4,3,3,2019,0,1,0,1,0,0,0,1,0,0,1,1,1
6,55,충청도,1,1,0,11,4,0,2,7,3,3,3,3,2019,0,1,0,1,0,0,0,1,0,0,1,1,1
8,55,부산,1,1,0,5,3,0,3,8,2,2,2,2,2019,0,1,0,1,1,0,1,0,0,0,1,0,2
10,55,서울,1,1,1,3,4,0,3,8,2,3,3,3,2019,1,1,0,1,1,1,1,0,0,0,1,1,1
12,55,서울,1,1,0,11,3,0,2,8,3,2,3,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
14,55,서울,1,1,0,11,3,0,2,8,2,2,3,2,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
15,55,서울,1,1,0,11,3,0,2,8,2,2,3,2,2019,0,1,0,1,1,1,0,1,0,0,1,0,4
16,55,서울,1,1,0,11,3,0,2,8,2,2,3,2,2019,0,1,0,1,1,1,0,1,0,0,1,0,4
18,55,서울,1,1,1,7,3,0,2,7,2,2,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,2
20,55,인천,1,1,1,4,3,0,2,8,4,2,2,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,1
21,55,경상도,1,1,0,11,4,0,2,8,4,4,4,4,2019,1,1,0,1,1,1,1,1,0,0,1,1,1
22,55,광주,1,1,1,9,3,0,2,7,3,3,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,0,3
24,55,서울,1,1,1,3,4,0,2,7,3,4,4,3,2019,1,1,0,1,1,1,0,1,0,0,1,1,1
25,55,경상도,1,0,1,4,3,0,1,7,4,3,4,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
26,55,대전,1,1,1,3,4,0,2,7,3,3,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,0,5
28,55,부산,1,1,1,8,3,0,3,7,3,3,3,4,2019,1,1,0,1,1,1,1,1,0,0,1,1,4
30,55,강원도,1,1,0,4,3,0,2,5,3,3,2,3,2019,0,1,0,1,1,0,0,0,0,0,0,1,1
31,55,경기도,1,1,0,11,3,1,2,6,3,2,3,3,2019,0,1,0,1,0,0,0,0,0,0,1,1,1
33,55,전라도,0,0,1,5,3,0,1,5,3,3,3,3,2019,0,1,0,1,1,1,0,0,0,0,1,1,2
35,55,강원도,1,1,1,5,4,0,1,6,3,3,3,3,2019,1,1,0,1,1,0,0,1,0,0,0,1,1
36,55,전라도,0,0,1,4,3,0,1,6,3,4,3,3,2019,0,1,0,1,1,1,1,0,0,0,1,0,2
38,55,충청도,0,0,0,11,3,0,2,5,4,3,4,4,2019,0,1,0,1,1,1,1,1,0,0,1,0,3
42,55,광주,1,1,0,11,3,0,1,6,2,2,3,4,2019,0,1,0,1,0,0,0,1,0,1,1,0,2
43,55,서울,1,1,1,7,3,0,2,6,3,3,3,4,2019,0,1,0,1,1,1,1,1,0,0,0,0,4
44,55,서울,1,1,1,3,4,0,3,5,4,3,4,3,2019,0,1,0,1,1,0,1,0,0,0,1,1,5
45,55,경기도,1,1,0,14,4,0,3,6,3,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,0,0,4
46,55,경기도,1,1,0,9,2,0,2,10,2,2,2,3,2019,0,1,0,1,0,0,0,0,0,0,1,1,1
47,55,충청도,0,0,1,6,3,0,1,9,2,3,3,3,2019,0,1,0,1,1,0,0,0,0,0,1,1,2
49,55,강원도,1,1,0,4,3,0,1,9,3,3,3,3,2019,0,1,0,1,1,0,1,0,0,0,1,0,1
50,55,서울,1,1,0,11,3,0,2,10,2,2,2,2,2019,0,1,0,1,0,1,0,1,0,0,1,1,1
51,55,경기도,1,1,0,5,3,0,3,9,3,3,4,3,2019,0,1,0,1,1,0,0,0,0,0,1,1,1
52,55,충청도,1,0,0,4,3,0,1,9,2,2,3,2,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
53,55,충청도,1,1,0,5,3,0,2,9,3,2,2,2,2019,0,1,0,1,1,0,0,1,0,0,1,1,3
56,55,경상도,1,1,0,5,3,0,1,10,3,4,4,4,2019,0,1,0,1,1,1,0,1,0,0,1,1,2
57,55,서울,1,1,0,5,3,0,1,10,3,2,2,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,2
59,55,대구,0,0,0,5,4,0,2,11,2,3,2,4,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
60,55,전라도,0,0,1,8,4,0,2,9,2,2,2,2,2019,0,1,0,1,1,0,0,0,0,0,1,1,2
61,55,서울,1,1,1,3,4,0,1,10,3,3,3,3,2019,0,1,0,1,1,1,1,0,0,0,1,1,5
62,55,서울,1,1,1,5,3,0,3,11,3,3,3,3,2019,0,1,0,1,1,1,0,1,0,0,1,0,4
64,55,경상도,1,1,0,4,3,0,2,10,3,2,3,2,2019,0,1,0,1,0,0,1,1,0,0,1,1,1
65,55,인천,1,1,1,5,3,0,2,11,2,2,2,2,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
66,55,광주,1,1,1,7,4,0,1,9,3,2,3,4,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
68,55,강원도,1,1,0,11,4,0,2,9,3,3,3,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
69,55,서울,1,1,0,11,3,0,2,10,3,3,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,1
72,55,대구,1,1,0,11,3,0,2,9,3,3,2,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,2
74,55,서울,1,1,0,5,3,0,2,10,3,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,2
75,55,서울,1,1,1,7,3,0,2,9,3,4,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
76,55,인천,1,0,0,11,3,0,1,9,2,3,2,2,2019,0,0,0,1,1,1,1,1,0,0,1,1,1
77,55,서울,1,1,0,5,3,0,3,10,2,3,2,3,2019,0,1,0,1,1,1,0,1,0,0,0,0,1
78,55,인천,1,1,0,11,3,0,3,10,3,3,3,2,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
79,55,서울,1,1,0,5,3,0,2,11,2,2,2,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,2
81,55,서울,1,1,0,11,3,0,1,9,3,2,2,3,2019,0,1,0,1,1,0,0,0,0,0,1,1,1
82,55,서울,1,1,0,5,3,0,2,11,2,3,3,2,2019,0,1,0,1,1,0,0,0,0,0,1,1,3
89,55,경기도,1,0,0,5,3,0,2,11,2,2,3,2,2019,1,1,0,1,1,1,0,1,0,0,1,1,1
90,55,경상도,1,1,1,7,3,0,2,10,4,3,3,2,2019,0,1,0,1,1,1,1,1,0,0,1,1,4
91,55,서울,1,1,0,5,3,0,2,11,3,3,3,4,2019,0,1,0,1,1,1,1,1,0,0,1,1,4
94,55,충청도,1,1,0,11,4,0,2,10,3,2,2,4,2019,1,1,0,1,1,1,1,1,0,0,1,1,1
95,55,서울,1,1,0,9,3,0,2,11,3,3,2,3,2019,1,1,0,1,1,0,1,1,0,0,1,1,4
96,55,서울,1,1,1,5,3,0,2,11,2,2,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
97,55,서울,1,1,1,3,4,0,2,9,3,2,3,3,2019,1,1,0,1,1,1,0,1,0,0,1,1,1
98,55,경상도,1,1,1,4,3,0,2,9,3,4,4,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
100,55,경상도,0,0,0,11,3,0,1,9,4,4,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,3
103,55,서울,1,1,1,8,4,0,3,9,3,2,4,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,4
105,55,인천,1,1,0,5,3,0,2,9,4,4,4,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
107,55,인천,1,1,0,5,4,0,2,9,3,3,4,4,2019,0,1,0,1,1,1,1,1,0,0,1,1,5
108,55,서울,1,1,0,4,4,0,3,9,2,3,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,4
109,55,서울,1,1,1,4,4,0,2,10,2,3,3,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,4
111,55,경상도,1,1,0,4,3,0,1,10,2,3,3,2,2019,1,1,0,1,1,1,0,1,0,0,1,1,4
114,55,서울,1,1,1,4,3,0,2,10,3,2,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,2
117,55,광주,1,1,1,7,3,1,1,9,3,3,2,2,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
118,55,서울,1,1,1,3,4,0,2,11,3,2,3,2,2019,1,1,0,1,1,1,1,1,0,0,1,1,4
119,55,전라도,0,0,0,11,3,0,2,2,2,3,3,3,2019,0,1,1,0,0,0,0,0,0,0,1,1,1
121,56,경상도,1,1,1,4,3,0,1,4,3,2,3,3,2019,0,1,0,1,1,0,1,0,0,0,1,0,1
124,56,충청도,1,0,0,4,2,1,1,7,2,2,2,2,2019,0,1,0,1,1,0,0,1,0,0,1,0,1
125,56,전라도,0,0,1,6,3,0,1,7,3,3,4,3,2019,0,1,0,1,1,0,0,0,0,0,1,1,1
127,56,강원도,1,1,1,14,4,0,2,7,3,2,3,3,2019,0,1,0,1,1,1,1,0,0,0,1,1,1
128,56,충청도,1,0,0,4,3,1,1,7,2,2,2,2,2019,0,1,0,1,1,0,0,1,0,0,1,0,1
129,56,경상도,1,0,0,4,2,0,2,7,1,3,3,2,2019,0,1,0,1,0,0,1,1,0,0,1,0,1
132,56,인천,1,1,0,5,3,0,2,8,2,2,3,1,2019,0,1,0,1,1,0,1,0,0,0,1,1,2
135,56,부산,1,1,1,5,3,0,2,7,3,3,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
136,56,충청도,1,1,0,4,3,0,2,8,3,3,3,3,2019,0,1,0,1,1,0,0,0,0,0,1,1,1
138,56,부산,1,1,0,11,3,0,2,7,3,3,3,4,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
140,56,부산,1,1,0,11,3,0,2,8,3,3,3,3,2019,0,1,0,1,1,1,0,0,0,0,1,1,2
141,56,경기도,1,0,0,5,3,0,1,8,2,3,3,3,2019,0,1,0,1,1,1,0,0,0,0,1,1,1
142,56,경상도,0,0,1,4,3,0,3,7,3,3,4,3,2019,0,1,0,1,1,1,0,1,0,0,1,0,2
144,56,경상도,1,1,0,11,3,0,1,7,2,3,3,3,2019,1,1,0,1,0,0,1,1,0,0,1,1,1
145,56,전라도,1,1,0,4,3,0,2,8,2,2,3,4,2019,1,1,0,1,1,1,1,1,0,0,1,0,1
146,56,경상도,1,1,0,11,3,0,2,8,3,2,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,3
147,56,경기도,1,1,0,5,4,0,3,8,3,2,4,3,2019,1,1,0,1,1,0,0,1,0,0,1,1,2
148,56,대구,1,1,0,4,3,0,2,8,3,1,3,2,2019,0,1,0,1,1,1,1,1,0,0,1,1,4
151,56,서울,1,1,0,4,3,0,2,8,3,2,3,2,2019,1,1,0,1,1,1,1,1,0,0,1,0,1
155,56,대구,1,1,1,3,4,0,2,8,3,4,3,2,2019,0,1,0,1,1,1,0,1,0,1,1,1,4
158,56,대구,1,1,1,5,3,0,2,5,3,3,4,3,2019,0,1,0,1,1,1,0,1,0,0,1,0,2
163,56,충청도,1,1,0,11,3,0,2,6,3,3,3,3,2019,1,1,0,1,1,1,1,0,0,0,1,1,1
164,56,대구,1,1,1,5,4,0,2,6,3,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
165,56,경상도,1,1,1,4,3,0,1,6,3,2,3,3,2019,0,1,0,1,1,0,1,1,0,1,0,0,1
166,56,서울,1,1,1,5,3,0,1,10,3,3,2,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,2
168,56,경상도,1,0,1,5,3,0,2,9,2,2,2,3,2019,0,1,0,1,1,0,0,0,0,0,1,1,3
169,56,경기도,1,1,0,11,3,0,2,11,3,2,2,2,2019,0,1,0,1,1,0,0,0,0,0,1,1,2
172,56,경기도,1,0,0,5,3,0,1,9,2,3,3,3,2019,0,1,0,1,1,0,0,1,0,1,1,1,2
174,56,전라도,0,0,0,11,3,0,1,9,3,2,4,4,2019,1,1,0,1,1,0,0,0,0,0,1,1,1
176,56,부산,1,1,0,5,3,0,1,11,3,3,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
177,56,경기도,1,1,0,5,3,0,2,11,3,2,3,2,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
179,56,서울,1,1,0,11,3,0,3,9,3,3,3,4,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
188,56,경기도,1,1,1,7,3,0,2,10,2,3,2,2,2019,0,1,0,1,1,0,0,0,0,0,1,1,1
189,56,전라도,0,0,0,5,3,0,1,9,3,3,3,3,2019,0,1,0,1,1,1,1,0,0,0,1,1,1
190,56,서울,1,1,0,5,3,0,2,10,3,4,4,4,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
191,56,대구,1,1,0,4,3,0,1,9,3,3,4,3,2019,0,1,0,1,1,1,1,0,0,0,1,1,1
193,56,서울,1,1,1,3,4,0,1,10,3,2,2,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
196,56,대전,1,1,0,4,3,0,1,9,3,3,3,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,2
198,56,인천,1,1,0,5,3,0,2,9,3,2,3,3,2019,0,1,0,1,1,0,0,0,0,0,1,1,3
206,56,경기도,1,1,0,11,3,0,2,11,2,3,2,2,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
207,56,서울,1,1,0,4,3,0,3,10,3,2,4,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
209,56,서울,1,1,0,11,4,0,3,11,3,3,3,2,2019,0,1,0,1,1,0,1,1,0,0,1,1,1
211,56,경기도,1,1,1,5,3,0,2,11,2,2,2,2,2019,0,1,0,1,1,1,0,0,0,0,1,1,1
212,56,경기도,1,1,1,5,3,0,3,9,2,3,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
213,56,충청도,1,1,1,6,3,0,2,9,3,3,4,4,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
214,56,경기도,1,1,0,4,3,0,2,10,3,3,4,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,2
215,56,서울,1,1,0,11,4,0,3,11,2,2,3,2,2019,0,1,0,1,1,0,1,1,0,0,1,1,1
217,56,서울,1,1,1,5,4,0,1,11,3,3,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,5
218,56,경기도,1,1,1,4,3,0,2,10,3,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,3
219,56,서울,1,1,1,5,4,0,2,10,3,4,3,2,2019,1,1,0,1,1,1,0,1,0,0,1,1,3
220,56,서울,1,1,1,1,4,0,2,11,3,2,3,3,2019,1,1,0,1,1,1,0,1,0,0,1,1,5
221,56,부산,1,1,0,5,3,0,3,9,2,3,3,2,2019,1,1,0,1,1,1,1,1,0,0,1,1,1
223,56,서울,1,1,1,3,4,0,2,9,3,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
225,56,대전,1,1,1,3,4,0,2,11,3,3,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,3
226,56,부산,1,1,1,8,4,0,2,11,3,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,3
228,56,서울,1,1,0,4,3,0,3,11,2,3,4,3,2019,1,1,0,1,1,1,0,1,0,0,1,1,1
229,56,경기도,1,1,0,4,3,0,2,10,2,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
230,56,전라도,1,1,1,7,3,0,2,10,4,4,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,0,2
231,56,서울,1,1,1,3,4,0,2,10,3,3,3,4,2019,0,1,0,1,1,0,1,1,0,0,1,1,1
232,56,경기도,1,1,1,3,4,0,3,9,2,2,3,2,2019,0,1,0,1,1,0,0,1,0,0,1,1,3
233,56,경상도,0,0,1,3,4,0,1,10,3,4,3,4,2019,1,1,0,1,1,1,1,1,0,0,1,1,3
235,56,서울,1,1,1,3,4,0,3,10,3,3,4,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,4
236,56,대전,1,1,1,7,3,0,1,7,2,2,2,2,2019,0,1,0,0,0,0,0,0,0,0,1,1,1
239,57,부산,1,1,1,5,3,1,2,8,2,3,3,3,2019,0,1,0,1,1,1,0,0,0,0,1,1,1
240,57,경상도,1,1,0,4,2,0,2,7,1,3,3,2,2019,0,1,0,1,0,0,0,1,0,0,1,0,1
242,57,부산,1,1,1,8,3,0,2,8,2,3,2,4,2019,0,1,0,1,1,0,0,0,0,0,1,1,1
243,57,전라도,0,0,0,4,3,0,1,7,3,3,2,2,2019,0,1,0,1,1,1,0,1,0,0,1,0,1
244,57,인천,1,1,1,5,3,0,2,7,2,2,3,2,2019,0,1,0,1,1,0,0,1,0,0,1,0,2
245,57,경상도,1,1,0,11,3,0,2,8,3,3,3,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,4
246,57,경상도,1,0,0,11,3,0,1,7,3,3,3,2,2019,1,1,0,1,1,1,0,1,0,0,1,1,1
247,57,전라도,1,0,0,11,3,0,1,7,3,4,4,3,2019,0,1,0,1,1,1,0,1,0,0,1,0,3
248,57,경기도,1,1,0,11,3,0,3,8,2,3,2,3,2019,0,1,0,1,1,1,1,0,0,0,1,1,3
249,57,인천,1,1,1,9,3,0,2,8,2,2,3,2,2019,0,1,0,1,1,1,0,0,0,0,1,1,1
250,57,대구,1,1,1,4,4,0,2,7,3,3,3,3,2019,1,1,0,1,1,1,0,1,0,0,1,0,1
251,57,경기도,1,1,1,5,4,0,4,8,3,3,3,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,5
252,57,울산,1,1,1,7,2,0,2,8,2,2,2,2,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
253,57,전라도,0,0,0,6,3,0,1,7,2,2,2,3,2019,0,1,0,1,1,1,0,1,0,0,1,0,1
254,57,경상도,1,1,0,5,2,0,1,8,2,2,3,2,2019,0,1,0,1,1,0,1,1,0,0,1,0,1
258,57,서울,1,1,0,11,3,0,2,8,3,2,4,2,2019,1,1,0,1,1,1,1,1,0,0,1,1,1
259,57,대전,1,1,1,3,4,0,1,8,3,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,5
260,57,전라도,0,0,1,6,2,0,1,5,2,2,3,3,2019,0,1,0,1,0,1,0,0,0,0,1,0,1
262,57,전라도,0,0,1,6,2,0,1,5,3,3,3,2,2019,0,1,0,1,0,1,1,1,0,0,1,0,1
263,57,전라도,0,0,0,6,2,0,1,5,2,3,3,4,2019,0,1,0,1,0,0,0,1,0,0,1,0,1
264,57,전라도,0,0,0,5,2,0,1,6,2,3,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,0,1
266,57,경기도,1,1,1,4,3,0,4,5,2,3,2,1,2019,0,1,0,1,1,1,0,1,0,0,0,0,5
267,57,전라도,1,0,1,6,2,0,1,5,3,2,3,3,2019,0,1,0,1,1,1,0,0,0,0,1,0,2
269,57,경기도,0,0,1,3,3,0,3,6,2,3,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
270,57,서울,1,1,0,11,4,0,2,6,3,2,4,2,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
273,57,울산,1,1,1,5,3,0,2,6,3,4,4,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,1
274,57,광주,1,1,0,11,3,0,1,10,3,2,3,2,2019,0,1,0,1,0,0,0,0,0,0,1,1,1
275,57,전라도,0,0,0,5,3,0,1,9,3,1,3,3,2019,0,1,0,1,1,1,0,0,0,0,1,1,1
276,57,서울,1,1,0,4,4,0,2,9,3,3,4,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,4
278,57,부산,1,1,1,4,3,0,2,9,2,3,3,3,2019,0,1,0,1,0,1,0,0,0,0,1,1,1
279,57,경상도,1,0,1,4,2,0,2,9,3,2,4,3,2019,0,1,0,1,0,0,0,1,0,0,1,0,1
281,57,전라도,1,1,1,4,3,0,1,9,2,2,2,2,2019,0,1,0,1,1,0,0,0,0,0,1,0,2
283,57,부산,1,1,0,11,3,0,1,9,3,4,4,4,2019,0,1,0,1,1,0,0,1,0,0,1,0,1
284,57,전라도,1,0,0,4,3,0,1,9,3,2,4,3,2019,0,1,0,1,1,1,0,1,0,0,1,0,3
285,57,제주도,1,1,0,11,4,0,2,10,3,3,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,1
286,57,서울,1,1,0,11,3,0,2,9,3,2,2,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,1
288,57,경기도,1,1,1,7,3,0,2,10,2,1,2,2,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
290,57,인천,1,1,0,4,3,0,2,11,3,2,2,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,1
291,57,울산,1,1,1,7,3,0,2,9,3,3,3,2,2019,0,1,0,1,1,0,0,1,0,0,1,1,2
293,57,대구,1,1,1,5,3,0,1,10,3,2,3,2,2019,0,1,0,1,1,1,0,0,0,0,1,1,2
295,57,경상도,1,0,0,4,3,0,1,9,4,3,3,4,2019,0,1,0,1,1,1,1,1,0,0,1,0,1
296,57,부산,1,1,1,5,4,0,2,9,3,3,3,4,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
297,57,부산,1,1,1,7,3,0,2,9,3,3,3,2,2019,0,1,0,1,1,1,1,0,0,0,1,1,1
300,57,인천,1,1,1,8,3,0,2,10,3,2,2,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,1
301,57,경기도,1,1,1,5,3,0,2,10,2,3,3,3,2019,0,1,0,1,1,0,0,0,0,0,1,1,1
302,57,울산,1,1,0,5,3,0,2,9,3,3,3,4,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
304,57,경기도,1,1,1,7,3,0,2,10,3,2,3,2,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
305,57,경상도,1,0,1,4,3,0,1,9,3,3,3,3,2019,0,1,0,1,1,1,1,0,0,0,1,1,3
306,57,광주,1,1,0,11,3,0,2,10,3,3,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
307,57,서울,1,1,0,11,3,0,1,11,4,3,3,1,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
308,57,인천,1,1,0,4,3,0,3,10,3,2,2,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,1
310,57,서울,1,1,0,11,3,0,2,10,3,3,2,2,2019,0,1,0,1,1,0,0,1,0,0,1,1,2
311,57,경기도,1,1,0,5,3,0,2,9,2,3,2,3,2019,1,1,0,1,1,1,1,0,0,0,1,1,1
315,57,울산,1,1,1,5,2,0,1,11,3,3,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
316,57,부산,1,1,1,8,4,0,3,10,3,2,3,4,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
319,57,서울,1,1,0,4,3,0,2,9,3,3,4,3,2019,1,1,0,1,1,1,1,0,0,0,1,1,2
323,57,인천,1,1,1,5,4,0,1,11,3,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
326,57,부산,1,1,1,7,3,0,3,9,3,4,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
327,57,경기도,1,1,1,5,3,0,3,11,2,3,2,2,2019,0,1,0,1,1,1,1,1,0,0,1,1,4
328,57,서울,1,1,1,4,3,0,3,11,2,2,3,2,2019,0,1,0,1,1,1,1,1,0,0,1,1,2
329,57,경기도,1,1,1,3,4,0,2,9,3,2,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,1
331,57,서울,1,1,1,5,3,0,1,11,2,2,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,5
332,57,대전,1,1,0,11,4,0,1,9,3,2,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,1
333,57,경기도,1,1,0,5,1,0,3,7,2,3,2,2,2019,0,0,0,0,0,0,0,0,0,0,1,1,1
334,58,강원도,1,1,0,11,3,0,2,3,3,2,4,3,2019,0,1,0,1,0,0,0,0,0,0,1,1,1
337,58,경상도,0,0,1,7,3,0,1,4,3,3,2,2,2019,0,1,0,1,1,0,0,1,0,0,1,0,2
339,58,경기도,1,1,0,4,2,0,1,8,2,1,3,2,2019,0,1,0,1,1,1,0,0,0,0,1,0,1
343,58,광주,1,1,0,11,3,0,1,7,3,3,3,3,2019,0,1,0,1,1,0,0,0,0,0,1,0,1
344,58,경기도,1,1,0,4,3,0,3,7,2,2,2,2,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
345,58,경기도,1,1,1,5,3,0,1,8,2,2,1,2,2019,0,1,0,1,1,0,1,1,0,0,1,0,1
346,58,경상도,1,0,0,11,3,0,1,7,3,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,0,4
347,58,부산,1,1,0,4,3,0,2,7,2,3,3,3,2019,0,1,0,1,1,1,1,0,0,0,1,0,4
348,58,광주,1,1,1,4,4,0,1,8,3,3,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,0,2
349,58,경기도,1,0,1,7,3,0,1,8,3,2,3,2,2019,0,1,0,1,1,1,0,1,0,0,1,1,4
351,58,서울,1,1,1,14,3,0,2,7,3,2,2,2,2019,0,1,0,1,1,1,0,1,0,0,1,0,1
352,58,경기도,1,1,0,4,3,0,3,7,3,2,2,2,2019,0,1,0,1,1,0,0,0,0,0,1,0,1
354,58,전라도,1,1,0,11,3,0,2,7,3,4,4,3,2019,0,1,0,1,1,0,0,0,0,0,1,0,3
355,58,충청도,1,1,0,11,3,0,1,7,4,4,4,3,2019,0,1,0,1,1,0,1,0,0,0,1,0,2
357,58,서울,1,1,1,4,2,0,1,7,2,2,2,1,2019,0,1,0,1,1,0,1,1,0,0,1,1,1
358,58,대전,1,1,0,7,3,0,2,7,2,2,3,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
359,58,부산,1,1,1,7,4,0,1,7,2,2,4,2,2019,0,1,0,1,1,0,1,1,0,0,1,1,2
363,58,부산,1,1,0,11,2,0,2,7,2,2,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
364,58,경기도,1,1,0,5,3,0,2,7,3,3,3,2,2019,0,1,0,1,1,1,1,1,0,0,1,0,3
366,58,인천,1,1,1,8,3,0,2,8,2,2,2,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,1
367,58,경기도,1,1,0,4,3,0,1,8,3,3,4,2,2019,0,1,0,1,1,0,1,1,0,0,1,0,1
368,58,경기도,1,1,0,11,3,0,2,8,3,4,4,3,2019,1,1,0,1,1,1,1,0,0,0,1,1,1
370,58,충청도,0,0,0,4,3,0,1,6,3,3,3,2,2019,0,1,0,1,1,0,0,0,0,0,1,1,1
371,58,경기도,1,1,1,5,2,0,4,5,2,2,2,2,2019,0,1,0,1,0,0,0,1,0,0,0,0,1
373,58,경상도,1,1,0,11,2,0,3,6,3,3,4,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,2
374,58,경상도,1,1,1,9,1,0,3,6,1,1,3,1,2019,0,1,0,1,0,0,0,1,0,0,1,0,1
375,58,전라도,0,0,0,5,3,0,1,6,2,3,3,3,2019,0,1,0,1,1,0,1,0,0,0,1,1,2
