,연령,시_1_군_0,동_1_읍면_0,성별,직업,최종학력,장애판정,가구월평균소득,광역시도_강원도,광역시도_경기도,광역시도_경상도,광역시도_광주,광역시도_대구,광역시도_대전,광역시도_부산,광역시도_서울,광역시도_세종,광역시도_울산,광역시도_인천,광역시도_전라도,광역시도_제주도,광역시도_충청도,가구거주형태_1,가구거주형태_2,가구거주형태_3,가구거주형태_4,형제자매_존재,부모_존재,배우자_존재,동거자녀_존재,y,디지털 기기 접근성,디지털 기기 활용성,만족도
0,55,1,1,0,1,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,10
1,55,0,0,0,1,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,11
3,55,0,0,0,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,2,1,13
6,55,1,1,0,1,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,1,12
8,55,1,1,0,1,3,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,8
10,55,1,1,1,1,4,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,4,11
12,55,1,1,0,1,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,11
14,55,1,1,0,1,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,9
15,55,1,1,0,1,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,9
16,55,1,1,0,1,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,9
18,55,1,1,1,1,3,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,4,10
20,55,1,1,1,1,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,5,11
21,55,1,1,0,1,4,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,5,16
22,55,1,1,1,1,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,5,12
24,55,1,1,1,1,4,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,14
25,55,1,0,1,1,3,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,4,14
26,55,1,1,1,1,4,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,5,12
28,55,1,1,1,1,3,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,2,5,13
30,55,1,1,0,1,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,11
31,55,1,1,0,1,3,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,11
33,55,0,0,1,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,2,2,12
35,55,1,1,1,1,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,3,12
36,55,0,0,1,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2,3,13
38,55,0,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,4,15
42,55,1,1,0,1,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,1,11
43,55,1,1,1,1,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,4,13
44,55,1,1,1,1,4,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,2,2,14
45,55,1,1,0,0,4,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,4,12
46,55,1,1,0,1,2,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,9
47,55,0,0,1,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,2,1,11
49,55,1,1,0,1,3,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2,12
50,55,1,1,0,1,3,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,8
51,55,1,1,0,1,3,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,13
52,55,1,0,0,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,2,2,9
53,55,1,1,0,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,2,2,9
56,55,1,1,0,1,3,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,3,15
57,55,1,1,0,1,3,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,3,10
59,55,0,0,0,1,4,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,11
60,55,0,0,1,1,4,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,2,1,8
61,55,1,1,1,1,4,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,3,12
62,55,1,1,1,1,3,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,3,12
64,55,1,1,0,1,3,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,10
65,55,1,1,1,1,3,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,2,8
66,55,1,1,1,1,4,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,12
68,55,1,1,0,1,4,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,12
69,55,1,1,0,1,3,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,12
72,55,1,1,0,1,3,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,3,11
74,55,1,1,0,1,3,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,4,12
75,55,1,1,1,1,3,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,13
76,55,1,0,0,1,3,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,4,9
77,55,1,1,0,1,3,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,10
78,55,1,1,0,1,3,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,2,11
79,55,1,1,0,1,3,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,3,9
81,55,1,1,0,1,3,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,10
82,55,1,1,0,1,3,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,10
89,55,1,0,0,1,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,9
90,55,1,1,1,1,3,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,4,12
91,55,1,1,0,1,3,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,4,13
94,55,1,1,0,1,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,5,11
95,55,1,1,0,1,3,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,4,11
96,55,1,1,1,1,3,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,10
97,55,1,1,1,1,4,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,11
98,55,1,1,1,1,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,14
100,55,0,0,0,1,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,5,14
103,55,1,1,1,1,4,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,2,5,12
105,55,1,1,0,1,3,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,4,15
107,55,1,1,0,1,4,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,2,4,14
108,55,1,1,0,1,4,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,2,5,11
109,55,1,1,1,1,4,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,3,11
111,55,1,1,0,1,3,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,4,10
114,55,1,1,1,1,3,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,4,11
117,55,1,1,1,1,3,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,4,10
118,55,1,1,1,1,4,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,5,10
119,55,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,2,0,11
121,56,1,1,1,1,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2,11
124,56,1,0,0,1,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,2,8
125,56,0,0,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2,1,13
127,56,1,1,1,0,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,11
128,56,1,0,0,1,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,2,8
129,56,1,0,0,1,2,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,2,9
132,56,1,1,0,1,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,8
135,56,1,1,1,1,3,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,12
136,56,1,1,0,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,1,12
138,56,1,1,0,1,3,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,13
140,56,1,1,0,1,3,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,12
141,56,1,0,0,1,3,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,11
142,56,0,0,1,1,3,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,3,13
144,56,1,1,0,1,3,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,3,11
145,56,1,1,0,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,5,11
146,56,1,1,0,1,3,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,4,11
147,56,1,1,0,1,4,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,3,12
148,56,1,1,0,1,3,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,4,9
151,56,1,1,0,1,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,5,10
155,56,1,1,1,1,4,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,2,3,12
158,56,1,1,1,1,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,3,13
163,56,1,1,0,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,4,12
164,56,1,1,1,1,4,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,12
165,56,1,1,1,1,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,3,11
166,56,1,1,1,1,3,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,4,11
168,56,1,0,1,1,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,9
169,56,1,1,0,1,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,9
172,56,1,0,0,1,3,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,11
174,56,0,0,0,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2,2,13
176,56,1,1,0,1,3,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,12
177,56,1,1,0,1,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,10
179,56,1,1,0,1,3,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,4,13
188,56,1,1,1,1,3,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,9
189,56,0,0,0,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2,3,12
190,56,1,1,0,1,3,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,15
191,56,1,1,0,1,3,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,3,13
193,56,1,1,1,1,4,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,10
196,56,1,1,0,1,3,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,3,12
198,56,1,1,0,1,3,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,2,1,11
206,56,1,1,0,1,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,9
207,56,1,1,0,1,3,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,12
209,56,1,1,0,1,4,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,3,11
211,56,1,1,1,1,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,8
212,56,1,1,1,1,3,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,11
213,56,1,1,1,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,4,14
214,56,1,1,0,1,3,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,3,13
215,56,1,1,0,1,4,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,3,9
217,56,1,1,1,1,4,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,5,12
218,56,1,1,1,1,3,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,4,12
219,56,1,1,1,1,4,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,4,12
220,56,1,1,1,1,4,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,4,11
221,56,1,1,0,1,3,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,5,10
223,56,1,1,1,1,4,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,12
225,56,1,1,1,1,4,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,3,12
226,56,1,1,1,1,4,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,4,12
228,56,1,1,0,1,3,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,4,12
229,56,1,1,0,1,3,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,11
230,56,1,1,1,1,3,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,2,4,14
231,56,1,1,1,1,4,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,13
232,56,1,1,1,1,4,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,2,9
233,56,0,0,1,1,4,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,5,14
235,56,1,1,1,1,4,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,2,5,13
236,56,1,1,1,1,3,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,8
239,57,1,1,1,1,3,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,11
240,57,1,1,0,1,2,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,9
242,57,1,1,1,1,3,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,11
243,57,0,0,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,3,10
244,57,1,1,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,2,2,9
245,57,1,1,0,1,3,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,3,12
246,57,1,0,0,1,3,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,4,11
247,57,1,0,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2,3,14
248,57,1,1,0,1,3,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,3,10
249,57,1,1,1,1,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,2,9
250,57,1,1,1,1,4,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,4,12
251,57,1,1,1,1,4,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,3,12
252,57,1,1,1,1,2,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,8
253,57,0,0,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,3,9
254,57,1,1,0,1,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3,9
258,57,1,1,0,1,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,5,11
259,57,1,1,1,1,4,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,4,12
260,57,0,0,1,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,1,10
262,57,0,0,1,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,3,11
263,57,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,1,12
264,57,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,3,11
266,57,1,1,1,1,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,8
267,57,1,0,1,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2,2,11
269,57,0,0,1,1,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,11
270,57,1,1,0,1,4,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,11
273,57,1,1,1,1,3,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,14
274,57,1,1,0,1,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,10
275,57,0,0,0,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2,2,10
276,57,1,1,0,1,4,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,5,13
278,57,1,1,1,1,3,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,11
279,57,1,0,1,1,2,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,12
281,57,1,1,1,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2,1,8
283,57,1,1,0,1,3,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2,15
284,57,1,0,0,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2,3,12
285,57,1,1,0,1,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2,3,12
286,57,1,1,0,1,3,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,10
288,57,1,1,1,1,3,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,7
290,57,1,1,0,1,3,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,3,10
291,57,1,1,1,1,3,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,11
293,57,1,1,1,1,3,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,2,10
295,57,1,0,0,1,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,4,14
296,57,1,1,1,1,4,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,13
297,57,1,1,1,1,3,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,11
300,57,1,1,1,1,3,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,3,10
301,57,1,1,1,1,3,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,11
302,57,1,1,0,1,3,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,13
304,57,1,1,1,1,3,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,10
305,57,1,0,1,1,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,3,12
306,57,1,1,0,1,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,12
307,57,1,1,0,1,3,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,3,11
308,57,1,1,0,1,3,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,3,10
310,57,1,1,0,1,3,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,10
311,57,1,1,0,1,3,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,10
315,57,1,1,1,1,2,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,12
316,57,1,1,1,1,4,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,3,12
319,57,1,1,0,1,3,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,4,13
323,57,1,1,1,1,4,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,2,4,12
326,57,1,1,1,1,3,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,4,13
327,57,1,1,1,1,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,2,4,9
