,연령,광역시도,시_1_군_0,동_1_읍면_0,성별,직업,최종학력,장애판정,가구거주형태,가구월평균소득,여가문화생활_만족도,경제적_만족도,건강상태_만족도,전반적인삶_만족도,년도,온라인_교육_여부,pc_노트북_보유,피처폰_보유,스마트폰_태블릿PC_보유,뉴스_날씨,미디어콘텐츠,SNS,앱 검색 및 설치,형제자매_존재,부모_존재,배우자_존재,동거자녀_존재,y
4722,59,9,1,1,1,1,4,0,3,8,2,3,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,1
4723,59,3,1,1,1,5,3,0,2,7,3,3,2,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,2
4724,59,6,1,1,1,7,2,0,2,7,3,3,3,3,2019,0,1,0,1,0,0,0,1,0,0,1,0,2
4725,59,2,1,1,1,7,3,0,2,7,3,3,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
4726,59,1,1,1,0,11,3,0,2,7,3,4,3,4,2019,0,1,0,1,1,1,1,1,0,0,1,0,4
4727,59,13,0,0,0,11,3,0,1,5,3,3,3,3,2019,0,1,0,1,0,0,0,0,0,0,1,0,2
4728,59,3,1,1,0,11,2,0,2,6,2,2,3,2,2019,0,1,0,1,1,0,0,1,0,0,1,0,2
4729,59,2,1,1,1,9,2,0,1,5,2,2,3,3,2019,0,1,0,1,0,1,0,0,0,0,1,0,2
4730,59,1,1,1,1,4,3,0,2,6,3,2,3,2,2019,0,1,0,1,1,0,0,0,0,0,1,0,4
4731,59,13,1,1,1,7,2,0,2,5,2,1,3,3,2019,0,1,0,1,1,0,1,0,0,0,1,0,3
4732,59,1,1,1,0,11,3,0,2,5,2,2,3,2,2019,0,1,0,1,1,0,0,0,0,0,1,1,2
4733,59,9,1,1,1,5,3,0,3,6,1,2,3,2,2019,0,1,0,1,1,1,0,1,0,0,1,0,2
4734,59,9,1,1,1,4,3,0,3,5,3,3,3,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
4735,59,9,1,1,0,11,3,0,1,5,3,4,2,4,2019,0,1,0,1,1,0,0,1,0,0,1,0,1
4736,59,5,1,1,1,9,3,0,2,5,3,3,2,2,2019,0,1,0,1,1,1,0,1,0,0,1,0,1
4737,59,14,0,0,1,5,3,0,2,5,3,3,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,0,2
4738,59,9,1,1,0,4,3,0,3,6,3,3,3,2,2019,0,1,0,1,1,0,0,0,0,0,1,1,5
4739,59,9,1,1,0,5,3,0,3,6,2,2,2,3,2019,0,1,0,1,1,1,1,0,0,0,1,1,2
4740,59,12,1,1,1,4,3,0,2,6,2,2,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,2
4741,59,2,1,1,1,4,3,0,1,6,3,4,3,2,2019,0,1,0,1,1,0,1,1,0,0,1,0,5
4742,59,11,1,1,1,14,3,0,1,5,3,3,3,2,2019,1,1,0,1,1,1,0,1,0,0,1,1,2
4743,59,16,1,0,1,7,3,0,1,6,3,3,3,4,2019,1,1,0,1,1,1,1,1,0,0,1,1,5
4744,59,11,1,1,1,5,3,0,1,10,3,3,3,2,2019,1,1,0,1,1,1,1,1,0,0,1,1,3
4745,59,12,1,1,1,5,3,0,2,9,3,2,2,2,2019,0,1,0,1,1,0,0,0,0,0,1,0,5
4746,59,1,1,1,1,7,1,1,1,10,3,2,3,3,2019,0,1,0,1,1,1,1,0,0,0,1,1,5
4747,59,1,1,1,1,14,3,0,2,9,2,1,2,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,2
4748,59,2,1,1,1,4,3,0,1,9,3,3,3,2,2019,0,1,0,1,1,0,0,1,0,0,1,0,1
4749,59,2,1,1,1,5,4,0,1,10,2,2,3,3,2019,0,1,0,1,1,1,1,0,0,0,1,1,5
4750,59,9,1,1,0,11,3,0,2,11,3,3,3,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,2
4751,59,2,1,1,0,4,3,0,2,9,3,3,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,0,2
4752,59,9,1,1,1,4,3,0,1,9,3,2,3,4,2019,0,1,0,1,1,1,0,1,0,0,1,1,2
4753,59,9,1,0,1,5,3,0,1,9,2,2,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,4
4754,59,1,1,1,0,11,3,0,1,9,3,2,2,3,2019,0,1,0,1,1,0,0,1,0,0,1,0,1
4755,59,17,1,0,1,4,3,0,1,9,2,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,2
4756,59,7,1,1,0,11,3,0,2,10,2,3,2,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,1
4757,59,16,1,0,1,7,3,0,2,9,2,2,2,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
4758,59,1,1,1,1,4,4,0,3,11,2,3,3,2,2019,0,1,0,1,1,1,1,1,0,0,1,1,4
4759,59,2,1,1,1,7,3,0,1,9,3,2,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,5
4760,59,16,1,1,1,7,3,0,2,10,3,3,3,2,2019,0,1,0,1,1,0,1,1,0,0,1,1,4
4761,59,16,1,1,0,5,3,0,2,10,3,2,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,4
4762,59,7,1,1,1,7,3,0,2,10,3,3,3,2,2019,0,1,0,1,1,0,1,1,0,0,1,1,3
4763,59,9,1,1,1,2,4,0,2,9,2,3,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,2
4764,59,3,1,1,1,5,4,0,2,9,3,3,3,3,2019,0,1,0,1,1,1,0,1,0,0,1,0,4
4765,59,11,1,0,1,5,4,0,2,9,3,3,3,4,2019,1,1,0,1,1,1,1,1,0,0,1,1,4
4766,59,15,1,1,1,3,4,0,2,9,2,2,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,0,2
4767,59,3,1,1,1,5,2,0,1,6,3,2,4,4,2019,0,1,0,0,0,0,0,0,0,0,1,0,3
4768,59,3,1,1,0,11,3,0,3,3,3,2,3,3,2019,0,1,0,0,0,0,0,0,0,0,1,1,1
4769,59,9,1,0,1,14,3,1,3,4,2,2,3,2,2019,0,0,0,0,0,0,0,1,0,0,0,0,1
4770,59,12,0,0,1,6,2,0,1,6,2,2,3,2,2019,0,0,0,0,0,0,0,0,0,0,1,0,3
4771,59,15,1,0,0,4,2,0,1,6,3,3,3,3,2019,0,0,0,0,0,0,0,0,0,0,1,0,3
4772,59,11,1,1,1,9,2,0,1,6,2,2,2,2,2019,0,0,1,0,0,0,0,0,0,0,1,0,1
4773,59,15,1,0,0,4,3,1,1,3,2,2,2,2,2019,0,0,0,0,0,0,0,0,0,0,0,1,3
4774,60,12,0,0,0,5,2,0,1,3,2,2,3,2,2019,0,1,0,1,0,0,0,0,0,0,0,0,2
4775,60,2,1,1,0,9,3,0,3,3,2,2,3,3,2019,0,1,0,1,0,1,0,0,0,0,1,0,2
4776,60,16,1,1,0,11,3,0,2,4,3,2,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,0,2
4777,60,15,1,1,0,11,2,0,1,4,3,3,2,3,2019,0,1,0,1,1,0,0,0,0,0,1,0,1
4778,60,13,0,0,0,6,2,0,1,3,2,2,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,0,2
4779,60,2,1,1,1,7,2,0,2,7,3,3,3,3,2019,0,1,0,1,1,0,0,0,0,0,1,1,1
4780,60,16,1,0,1,4,3,0,4,8,2,3,3,4,2019,0,1,0,1,1,1,0,0,0,0,1,0,3
4781,60,12,0,0,0,4,3,0,1,7,2,2,3,2,2019,0,1,0,1,1,0,0,0,0,0,1,0,2
4782,60,1,1,1,0,4,3,1,4,7,3,2,3,2,2019,1,1,0,1,1,0,0,1,0,0,1,1,1
4783,60,5,1,1,0,4,3,0,2,8,3,3,3,3,2019,0,1,0,1,1,1,0,0,0,0,1,0,1
4784,60,1,1,1,0,4,4,1,1,8,3,3,2,3,2019,0,1,0,1,1,1,0,1,0,0,1,0,1
4785,60,12,1,1,0,11,3,0,2,7,3,3,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,2
4786,60,9,1,1,1,4,3,0,1,8,3,2,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,0,1
4787,60,16,1,0,0,5,2,0,1,8,3,2,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,0,5
4788,60,1,1,1,1,5,3,0,3,7,3,3,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,0,5
4789,60,2,1,1,1,14,3,0,2,8,3,3,3,4,2019,1,1,0,1,1,1,0,1,0,0,1,1,5
4790,60,15,0,0,1,4,2,0,1,6,2,2,3,2,2019,0,1,0,1,1,1,0,1,0,0,1,0,2
4791,60,14,0,0,1,6,3,0,1,6,2,3,2,4,2019,0,1,0,1,0,0,0,0,0,0,1,1,1
4792,60,9,1,1,0,11,3,0,2,5,3,2,2,2,2019,0,1,0,1,1,1,0,0,0,0,1,0,1
4793,60,9,1,1,1,4,3,0,3,6,3,4,2,3,2019,0,1,0,1,1,0,0,1,0,0,1,0,1
4794,60,2,1,1,0,4,2,0,2,6,3,3,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,0,2
4795,60,1,1,1,1,7,2,0,3,6,3,2,3,2,2019,0,1,0,1,1,1,1,1,0,0,1,0,1
4796,60,1,1,1,0,11,3,0,2,6,3,3,3,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
4797,60,1,1,1,1,4,3,0,3,6,3,4,4,4,2019,0,1,0,1,1,0,0,1,0,0,1,0,5
4798,60,16,1,1,0,4,2,0,1,5,3,3,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,0,4
4799,60,1,1,1,1,4,4,0,2,5,3,2,2,2,2019,1,1,0,1,1,1,1,1,0,0,1,1,4
4800,60,9,1,1,0,4,3,0,2,9,3,3,3,3,2019,0,1,0,1,0,0,0,0,0,0,1,1,2
4801,60,3,1,1,1,7,3,0,1,10,3,2,2,3,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
4802,60,6,1,1,0,11,4,0,1,10,2,1,2,2,2019,0,1,0,1,0,1,1,1,0,0,1,1,5
4803,60,9,1,1,0,11,3,0,3,9,2,2,3,3,2019,0,1,0,1,1,0,0,0,0,0,1,1,4
4804,60,1,1,1,0,11,3,0,2,9,3,2,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,1
4805,60,5,1,1,0,4,3,0,2,9,2,2,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,2
4806,60,1,1,1,1,4,3,0,3,10,3,3,3,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,3
4807,60,13,1,1,1,5,2,0,1,9,2,2,2,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,2
4808,60,3,1,1,1,4,4,0,1,11,3,3,2,4,2019,1,1,0,1,1,1,1,1,0,0,1,1,2
4809,60,1,1,1,1,5,4,0,2,9,2,3,2,2,2019,0,1,0,1,1,1,0,0,0,0,1,1,2
4810,60,4,1,1,0,11,3,0,2,11,2,2,2,2,2019,0,1,0,1,1,0,1,1,0,0,1,1,2
4811,60,9,1,1,0,4,3,0,2,10,3,2,3,3,2019,0,1,0,1,1,0,1,1,0,0,0,1,3
4812,60,1,1,1,1,4,3,0,1,9,3,4,3,4,2019,0,1,0,1,1,0,0,1,0,0,1,1,1
4813,60,1,1,1,1,4,4,0,3,11,2,3,3,2,2019,0,1,0,1,1,1,1,1,0,0,1,1,2
4814,60,9,1,1,1,4,2,0,2,4,2,1,4,4,2019,0,0,0,0,0,0,0,0,0,0,1,0,1
4815,60,6,1,1,1,9,2,0,2,5,3,3,3,4,2019,0,0,1,0,0,0,0,0,0,0,1,0,2
4816,60,2,1,1,0,11,2,0,1,5,3,3,4,3,2019,0,0,1,0,0,0,0,0,0,0,1,0,2
4817,60,2,1,1,0,4,3,0,3,5,3,2,3,3,2019,0,1,1,0,0,0,0,0,0,0,1,0,2
4818,60,11,1,1,1,4,2,0,1,4,2,2,3,3,2019,0,0,1,0,0,0,0,0,0,0,1,0,3
4819,61,13,1,1,1,14,2,0,1,2,2,1,2,3,2019,0,1,0,1,1,1,0,0,0,0,0,0,2
4820,61,6,1,1,0,11,3,0,1,1,3,3,4,3,2019,0,1,0,1,1,1,1,1,0,0,0,0,4
4821,61,5,1,1,1,5,2,0,1,4,2,2,3,3,2019,0,1,0,1,0,0,0,1,0,0,1,0,2
4822,61,6,1,1,1,7,3,0,2,4,3,4,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,0,2
4823,61,1,1,1,0,4,2,0,2,8,3,2,3,3,2019,0,1,0,1,0,0,0,0,0,0,1,0,2
4824,61,7,1,1,0,11,2,0,2,7,3,3,3,3,2019,0,1,0,1,0,0,0,0,0,0,1,0,1
4825,61,1,1,1,0,5,3,0,3,7,2,2,2,2,2019,0,1,0,1,1,0,0,0,0,0,1,0,2
4826,61,16,1,0,1,6,1,0,1,8,2,3,3,3,2019,0,1,0,1,1,1,0,1,0,0,1,1,2
4827,61,9,1,1,0,4,3,0,3,8,2,3,2,3,2019,0,1,0,1,1,0,0,1,1,0,1,0,2
4828,61,1,1,1,0,5,3,0,3,7,2,3,3,2,2019,1,1,0,1,1,0,0,1,0,0,1,1,2
4829,61,14,1,0,1,7,3,0,1,7,4,4,3,4,2019,0,1,0,1,1,1,0,1,0,0,1,0,4
4830,61,1,1,1,1,7,3,0,2,7,3,2,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,2
4831,61,9,1,1,1,4,3,0,2,8,3,2,3,3,2019,1,1,0,1,1,1,1,0,0,0,1,1,2
4832,61,16,1,1,1,4,3,0,1,7,3,3,3,4,2019,0,1,0,1,1,1,1,1,0,0,0,0,1
4833,61,13,0,0,0,5,1,0,1,8,3,2,3,4,2019,1,1,0,1,1,1,1,1,0,0,1,1,4
4834,61,1,1,1,1,9,3,0,2,6,3,2,4,2,2019,0,1,0,1,1,0,0,0,0,0,1,0,2
4835,61,9,1,0,0,5,3,0,3,5,2,3,3,3,2019,0,1,0,1,1,1,0,0,0,0,1,0,2
4836,61,2,1,1,1,4,3,0,2,6,3,3,3,4,2019,0,1,0,1,1,0,1,1,0,0,1,0,4
4837,61,1,1,1,0,4,3,0,2,6,2,3,3,3,2019,0,1,0,1,1,1,1,0,0,0,1,0,3
4838,61,1,1,1,0,11,3,0,1,6,3,2,3,2,2019,0,1,0,1,1,1,0,0,0,0,1,0,1
4839,61,12,0,0,0,11,2,0,1,6,3,3,3,3,2019,0,1,0,1,0,0,1,1,0,0,1,1,1
4840,61,9,1,0,0,5,2,0,1,6,2,2,2,2,2019,1,1,0,1,1,1,1,1,0,0,1,0,2
4841,61,13,1,0,0,6,2,0,1,5,2,2,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,0,2
4842,61,2,1,1,0,11,2,0,2,6,2,2,2,3,2019,0,1,0,1,1,0,0,1,0,0,1,0,1
4843,61,9,1,1,0,11,2,0,2,5,3,3,3,2,2019,1,1,0,1,1,1,1,1,0,0,1,0,2
4844,61,10,1,1,1,7,4,0,2,10,2,1,2,1,2019,1,1,0,1,1,1,1,1,0,0,1,0,2
4845,61,10,1,1,0,11,3,0,2,10,4,3,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,2
4846,61,5,1,1,1,7,2,1,1,9,3,3,2,3,2019,0,1,0,1,0,1,0,1,0,0,1,1,1
4847,61,9,1,1,0,11,3,0,2,11,3,2,2,3,2019,0,1,0,1,0,0,0,1,0,0,1,1,2
4848,61,2,1,1,0,11,3,0,2,10,3,4,3,3,2019,0,1,0,1,1,0,1,0,0,0,1,0,2
4849,61,10,1,0,1,15,4,0,1,9,3,3,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,2
4850,61,4,1,1,1,5,3,0,3,11,2,3,3,2,2019,0,1,0,1,1,0,0,1,0,0,1,1,2
4851,61,1,1,1,0,11,3,0,2,11,3,3,3,3,2019,0,1,0,1,1,0,1,1,0,0,0,1,1
4852,61,7,1,1,1,7,3,0,2,10,2,2,3,2,2019,0,1,0,1,1,1,1,1,0,0,1,1,3
4853,61,9,1,1,0,9,3,0,2,9,2,2,2,2,2019,1,1,0,1,1,1,1,0,0,0,1,1,2
4854,61,10,1,1,0,11,1,0,1,5,3,3,3,3,2019,0,1,0,1,0,0,0,0,0,0,1,0,3
4855,61,11,1,1,0,11,3,0,1,6,2,2,3,3,2019,0,1,1,0,0,0,0,0,0,0,1,0,1
4856,61,9,1,1,1,7,1,0,2,4,2,2,3,2,2019,0,0,1,0,0,0,0,0,0,0,1,0,2
4857,61,15,1,0,0,4,3,0,2,6,2,2,2,2,2019,0,1,0,0,0,0,0,0,0,0,1,1,3
4858,62,14,0,0,0,4,1,0,1,2,3,2,3,3,2019,1,0,0,1,1,1,1,1,0,0,1,0,2
4859,62,11,0,0,1,4,3,0,2,4,3,3,2,1,2019,0,0,0,1,0,0,0,0,0,0,1,0,3
4860,62,9,1,1,1,8,3,0,2,4,3,2,2,2,2019,0,1,0,1,1,0,1,0,0,0,1,0,2
4861,62,9,1,1,0,4,2,0,3,3,2,2,2,3,2019,0,1,0,1,1,1,0,1,0,0,1,0,4
4862,62,11,0,0,0,11,3,0,2,4,3,4,3,3,2019,0,1,0,1,0,0,1,0,0,0,1,0,2
4863,62,11,1,1,1,9,3,0,1,4,2,2,2,2,2019,0,0,0,1,1,1,0,0,0,0,1,0,2
4864,62,2,1,1,0,14,3,0,2,4,3,3,3,3,2019,0,0,0,1,1,0,1,1,0,0,0,0,2
4865,62,14,1,1,1,9,4,0,2,4,3,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,0,2
4866,62,2,1,1,1,9,2,0,2,3,3,3,3,2,2019,1,1,0,1,1,1,1,0,0,0,1,0,4
4867,62,9,1,0,0,11,2,0,3,3,2,2,2,2,2019,1,1,0,1,1,1,1,1,0,0,1,0,1
4868,62,2,1,1,1,4,2,0,2,4,3,3,3,3,2019,1,1,0,1,1,1,1,1,0,0,0,0,1
4869,62,9,1,1,0,14,3,0,2,7,2,2,2,2,2019,1,1,0,1,1,1,1,1,0,0,0,0,1
4870,62,1,1,1,0,4,3,0,1,8,3,2,3,2,2019,0,1,0,1,1,0,1,1,0,0,1,1,2
4871,62,4,1,1,1,9,3,0,2,8,3,4,4,3,2019,0,1,0,1,1,0,1,1,0,0,1,1,1
4872,62,3,1,1,0,11,3,0,1,7,3,3,4,4,2019,1,1,0,1,1,1,1,0,0,0,1,0,2
4873,62,4,1,1,1,8,3,0,2,7,3,2,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,2
4874,62,9,1,0,0,4,2,0,3,8,3,3,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,2
4875,62,2,1,1,1,8,2,0,2,7,2,2,2,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,1
4876,62,7,1,1,1,9,2,0,2,7,3,3,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,0,1
4877,62,1,1,1,1,9,3,0,1,5,2,2,3,3,2019,0,0,0,1,1,1,0,0,0,0,1,1,2
4878,62,4,1,1,0,11,2,0,2,5,3,3,3,2,2019,0,0,0,1,1,0,0,0,0,0,1,0,2
4879,62,14,0,0,1,6,1,0,1,5,2,2,1,2,2019,0,0,0,1,0,1,0,0,0,0,1,0,1
4880,62,16,1,0,0,11,1,0,1,5,2,1,2,2,2019,0,0,0,1,1,0,0,1,0,0,0,1,1
4881,62,2,1,1,1,14,2,0,2,6,3,4,3,3,2019,0,1,0,1,1,0,0,0,0,0,1,0,1
4882,62,16,1,1,1,4,1,0,2,6,2,2,3,2,2019,0,0,0,1,0,0,0,1,0,0,1,0,1
4883,62,14,0,0,0,6,1,0,1,5,2,3,2,3,2019,0,1,0,1,0,0,0,0,0,0,1,0,1
4884,62,9,1,1,1,5,3,0,3,6,3,3,4,2,2019,0,1,0,1,1,1,0,0,0,0,1,1,2
4885,62,1,1,1,1,4,3,0,3,6,3,4,3,4,2019,0,1,0,1,1,1,0,1,0,0,0,0,5
4886,62,14,0,0,1,6,2,0,1,5,2,3,2,3,2019,0,1,0,1,1,1,0,1,0,0,1,0,2
4887,62,1,1,1,0,5,3,0,1,6,3,3,2,3,2019,0,0,0,1,1,1,1,0,0,0,1,0,1
4888,62,15,1,1,1,5,4,0,1,6,4,3,4,3,2019,1,1,0,1,1,1,1,1,0,0,0,0,4
4889,62,1,1,1,1,4,4,0,2,11,4,3,4,4,2019,1,1,0,1,1,1,1,1,0,0,1,0,2
4890,62,1,1,1,0,4,3,0,1,9,3,2,2,3,2019,0,0,0,1,0,0,0,0,0,0,1,1,3
4891,62,15,1,1,1,5,3,0,1,10,2,2,3,2,2019,0,1,0,1,0,0,0,0,0,0,0,1,5
4892,62,5,1,1,0,4,2,1,1,10,3,2,2,2,2019,0,0,0,1,1,1,0,1,0,0,1,1,1
4893,62,4,1,1,0,11,3,0,3,11,3,2,2,3,2019,0,1,0,1,0,0,0,0,0,0,1,1,3
4894,62,9,1,1,0,5,3,0,2,9,2,3,2,2,2019,0,0,0,1,0,0,1,0,0,0,1,1,2
4895,62,9,1,1,1,8,3,0,2,10,3,3,2,2,2019,0,1,0,1,1,1,1,0,0,0,1,1,2
4896,62,1,1,1,1,4,3,0,2,10,3,3,3,2,2019,0,1,0,1,1,0,1,0,0,0,1,1,3
4897,62,9,1,1,1,4,2,0,1,9,3,3,3,4,2019,1,1,0,1,1,1,1,0,0,0,1,0,2
4898,62,4,1,1,1,5,3,0,2,9,2,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,2
4899,62,9,1,1,1,9,2,0,2,11,2,3,3,3,2019,0,1,0,1,1,1,0,0,0,0,1,1,2
4900,62,9,1,1,1,4,3,0,2,9,2,3,2,3,2019,1,1,0,1,1,1,1,0,0,0,1,1,2
4901,62,9,1,0,1,5,3,0,3,11,2,3,4,2,2019,0,1,0,1,1,1,0,1,0,0,1,1,1
4902,62,11,1,1,0,11,3,0,1,9,3,3,4,3,2019,1,1,0,1,0,1,1,1,0,0,1,0,2
4903,62,1,1,1,0,11,2,0,3,9,2,2,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,1
4904,62,1,1,1,1,5,3,0,3,10,3,2,3,2,2019,0,1,0,1,1,0,1,1,0,0,1,1,3
4905,62,17,1,0,1,5,4,1,1,11,3,4,3,3,2019,1,1,0,1,1,1,1,1,0,0,1,1,4
4906,62,15,1,0,1,4,3,0,1,5,3,3,2,2,2019,0,0,0,0,0,0,0,0,0,0,1,0,2
4907,63,14,1,1,1,9,3,0,1,1,3,3,3,3,2019,1,0,0,1,1,0,0,0,1,0,0,0,4
4908,63,3,1,1,0,14,3,0,1,2,3,2,3,2,2019,0,1,0,1,1,0,0,1,0,0,0,0,2
4909,63,15,1,1,0,5,2,0,3,4,2,2,3,2,2019,0,0,0,1,0,0,0,0,0,0,0,0,2
4910,63,7,1,1,1,9,2,0,3,4,2,2,1,2,2019,0,0,0,1,1,0,0,0,0,0,1,0,3
4911,63,9,1,1,0,9,2,0,2,3,3,3,3,3,2019,0,0,0,1,1,0,1,0,0,0,0,0,4
4912,63,1,1,1,0,11,3,0,2,4,3,3,2,3,2019,1,1,0,1,1,1,0,1,0,0,0,0,2
4913,63,14,1,1,1,9,2,0,2,4,2,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,0,2
4914,63,15,1,1,0,11,3,0,1,6,3,2,2,2,2019,0,0,0,1,0,0,0,0,0,0,1,0,2
4915,63,7,1,1,0,11,3,0,2,6,3,2,3,3,2019,0,0,0,1,0,0,0,0,0,0,1,0,2
4916,63,15,1,1,0,11,2,0,1,7,3,2,4,4,2019,0,0,0,1,0,0,0,0,0,0,1,0,3
4917,63,4,1,1,1,8,3,0,2,7,2,2,2,2,2019,0,1,0,1,1,0,1,0,0,0,1,0,3
4918,63,2,1,1,1,9,3,0,1,8,3,3,4,4,2019,0,1,0,1,1,0,0,1,0,0,1,0,1
4919,63,15,1,0,1,6,3,0,1,7,4,4,3,4,2019,0,1,0,1,1,1,1,0,0,0,1,0,3
4920,63,2,1,1,0,5,3,0,1,7,3,2,3,3,2019,0,1,0,1,1,1,0,0,0,0,1,0,3
4921,63,14,1,0,1,8,3,0,1,7,3,3,3,3,2019,0,0,0,1,1,0,0,1,0,0,1,0,2
4922,63,1,1,1,1,7,3,0,2,8,2,2,3,2,2019,0,1,0,1,0,0,0,1,0,0,1,1,2
4923,63,14,0,0,1,8,3,0,2,7,3,3,3,3,2019,0,1,0,1,1,0,0,1,0,0,1,0,3
4924,63,3,1,1,0,11,2,0,1,7,3,2,2,2,2019,0,1,0,1,1,1,0,1,0,0,1,0,1
4925,63,7,1,1,1,14,3,0,2,7,3,4,3,3,2019,0,1,0,1,1,0,1,1,0,0,1,0,4
4926,63,1,1,1,1,1,4,0,2,7,3,3,4,3,2019,1,1,0,1,1,1,1,0,0,0,1,1,1
4927,63,6,1,1,0,11,3,0,1,6,3,3,3,3,2019,0,1,0,1,1,1,0,0,0,0,1,0,5
4928,63,12,0,0,1,4,3,0,1,5,2,3,3,2,2019,0,0,0,1,1,0,0,0,0,0,1,0,2
4929,63,4,1,1,0,11,2,0,2,6,3,2,2,3,2019,0,0,0,1,1,0,1,0,0,0,1,0,2
4930,63,16,1,0,1,7,1,0,1,5,2,2,3,2,2019,0,0,0,1,0,0,0,1,0,0,1,0,1
4931,63,2,1,1,0,5,3,0,1,5,3,3,3,3,2019,0,0,0,1,1,0,0,1,0,0,1,0,4
4932,63,1,1,1,0,5,3,0,3,5,3,4,3,4,2019,0,1,0,1,1,0,0,1,0,0,1,0,1
4933,63,1,1,1,1,14,3,0,2,5,3,3,4,3,2019,0,1,0,1,1,1,0,0,0,0,1,1,1
4934,63,9,1,1,0,5,3,0,3,5,2,3,3,2,2019,1,0,0,1,1,1,1,0,0,0,0,0,2
4935,63,4,1,1,0,5,3,0,2,9,3,4,4,3,2019,0,1,0,1,0,0,0,0,0,0,1,1,2
4936,63,9,1,1,0,9,3,0,2,9,2,3,2,2,2019,0,0,0,1,1,0,0,0,0,0,1,0,3
4937,63,16,1,0,0,11,2,0,1,9,2,3,3,3,2019,0,0,0,1,0,0,1,1,0,0,1,0,2
4938,63,9,1,1,1,5,3,0,2,11,2,2,2,2,2019,0,1,0,1,0,0,0,0,0,0,1,1,4
4939,63,9,1,1,1,9,2,0,2,10,3,2,2,2,2019,0,1,0,1,1,1,0,0,0,0,1,1,2
4940,63,1,1,1,1,5,3,0,1,10,3,3,2,2,2019,0,1,0,1,1,0,1,1,0,0,1,0,3
4941,63,1,1,1,0,5,2,0,2,10,3,4,4,3,2019,0,1,0,1,1,0,0,0,0,0,1,1,2
4942,63,1,1,1,0,11,3,0,2,10,3,2,3,3,2019,0,1,0,1,1,1,1,0,0,0,1,1,5
4943,63,1,1,1,0,11,3,0,3,10,2,2,3,2,2019,0,1,0,1,1,1,1,1,0,0,1,1,2
4944,63,2,1,1,0,5,3,0,1,10,3,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,0,5
4945,63,16,1,1,1,5,3,0,2,11,3,3,3,3,2019,0,1,0,1,1,1,1,0,0,0,1,1,1
4946,63,9,1,1,1,4,4,0,2,9,3,3,3,3,2019,0,1,0,1,1,1,1,1,0,0,1,1,3
4947,63,9,1,1,0,11,2,0,2,8,2,2,3,2,2019,0,1,0,0,0,0,0,0,0,1,0,1,1
4948,64,15,0,0,1,14,3,0,1,2,3,2,2,3,2019,0,1,0,1,1,0,0,1,0,0,1,0,2
4949,64,9,1,1,0,5,3,0,3,3,2,2,3,2,2019,0,0,0,1,0,0,0,0,0,0,0,0,2
4950,64,12,1,1,0,11,2,0,2,3,3,3,3,3,2019,0,1,0,1,0,0,0,0,0,0,1,0,2
