,연령,광역시도,시_1_군_0,동_1_읍면_0,성별,직업,최종학력,장애판정,가구거주형태,가구월평균소득,여가문화생활_만족도,경제적_만족도,건강상태_만족도,전반적인삶_만족도,년도,온라인_교육_여부,pc_노트북_보유,피처폰_보유,스마트폰_태블릿PC_보유,뉴스_날씨,미디어콘텐츠,SNS,앱 검색 및 설치,형제자매_존재,부모_존재,배우자_존재,동거자녀_존재,y
5886,71,14,1,1,1,9,2,0,1,5,2,3,2,2,2020,0,1,0,1,1,0,0,1,0,0,1,0,2
5887,63,14,1,1,1,7,4,0,1,7,2,3,2,2,2020,0,0,0,1,1,0,0,0,0,0,1,0,2
5888,63,14,1,1,1,4,3,0,1,9,3,2,3,2,2020,0,1,0,1,1,0,0,1,0,0,1,1,1
5889,69,14,0,0,1,6,2,0,1,4,2,2,1,2,2020,0,0,0,1,0,0,0,0,0,0,1,0,1
5890,70,14,0,0,1,14,2,0,1,6,2,2,1,2,2020,0,0,0,1,0,0,0,0,0,0,1,1,1
5891,64,14,0,0,0,5,3,0,1,8,2,3,3,3,2020,0,1,0,1,1,1,1,1,0,0,1,0,2
5892,62,14,0,0,0,5,2,0,1,7,3,3,2,3,2020,0,1,0,1,1,1,1,1,0,0,1,0,1
5893,69,14,1,0,0,11,1,0,1,2,3,2,2,2,2020,0,1,0,1,1,0,1,0,0,0,0,0,1
5894,58,14,0,0,0,4,3,0,2,8,3,2,2,4,2020,0,0,0,1,1,1,0,1,0,0,1,0,3
5895,59,14,0,0,0,5,3,0,2,8,2,2,3,4,2020,0,0,0,1,1,1,1,0,0,0,1,0,3
5896,62,14,0,0,0,11,2,0,2,6,3,3,3,2,2020,0,1,0,1,1,1,1,0,0,0,1,0,4
5897,68,14,0,0,0,11,2,0,1,3,3,2,3,2,2020,0,1,0,1,1,1,1,0,0,0,1,0,3
5898,56,14,1,1,0,4,3,0,2,10,3,3,3,4,2020,1,1,0,1,1,1,1,1,0,0,1,1,1
5899,57,14,1,1,0,4,3,0,2,8,3,2,2,2,2020,1,1,0,1,1,1,1,1,0,0,0,1,2
5900,62,14,1,1,0,11,2,0,1,7,3,3,2,3,2020,0,0,0,1,1,0,0,1,0,0,1,0,2
5901,56,14,1,1,0,4,1,0,1,10,3,3,3,3,2020,0,0,0,1,1,0,0,0,0,0,1,1,2
5902,61,14,1,1,0,4,3,0,2,10,3,2,2,2,2020,0,1,0,1,1,0,0,1,0,0,1,1,1
5903,66,14,1,1,0,11,2,0,2,7,3,2,3,2,2020,0,0,0,1,1,1,0,0,0,0,1,0,2
5904,60,14,1,1,0,5,3,0,1,7,3,2,3,3,2020,0,0,0,1,1,0,0,1,0,0,1,1,1
5905,65,14,1,1,0,11,2,0,1,6,3,4,3,2,2020,0,0,0,1,1,0,0,0,0,0,1,0,1
5906,60,14,0,0,0,11,2,0,2,4,2,2,1,2,2020,0,0,0,1,1,1,0,1,0,0,1,0,2
5907,55,14,1,1,0,4,3,0,2,8,2,2,1,2,2020,0,1,0,1,1,1,0,0,0,0,1,0,1
5908,58,14,1,1,1,4,2,0,2,4,2,3,2,4,2020,0,0,0,1,1,1,0,1,0,0,0,0,1
5909,55,14,1,1,0,9,2,0,2,5,2,3,2,4,2020,0,0,0,1,1,1,0,1,0,0,0,0,1
5910,56,15,1,1,1,3,3,0,1,6,3,2,3,3,2020,1,1,0,1,1,1,1,1,0,0,1,0,2
5911,55,15,1,1,1,5,3,0,2,9,2,3,3,3,2020,0,1,0,1,1,1,0,0,0,0,1,1,1
5912,56,15,0,0,1,5,3,0,1,9,2,2,3,3,2020,0,1,0,1,1,0,1,1,0,0,1,1,2
5913,56,15,0,0,1,5,4,0,1,7,2,2,3,1,2020,0,1,0,1,1,0,1,1,0,0,1,1,2
5914,56,15,0,0,1,3,4,0,1,10,2,2,3,2,2020,1,1,0,1,1,1,1,1,0,0,1,1,2
5915,68,15,1,0,1,9,3,0,1,7,2,2,2,2,2020,0,1,0,1,1,0,1,1,0,0,1,0,2
5916,67,15,1,0,1,9,3,0,1,8,3,2,3,2,2020,0,1,0,1,1,0,1,1,0,0,1,0,1
5917,64,15,0,0,1,7,1,0,1,6,3,3,3,3,2020,1,1,0,1,1,1,1,1,0,0,1,0,1
5918,64,15,1,0,1,5,3,0,2,8,2,2,3,2,2020,0,1,0,1,0,0,0,0,0,0,1,0,1
5919,57,15,1,0,1,3,4,0,2,10,4,4,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,1,1
5920,64,15,1,0,1,7,3,0,2,9,4,4,4,4,2020,0,1,0,1,1,0,1,0,0,0,1,1,1
5921,63,15,1,1,1,3,4,0,3,9,2,3,3,3,2020,0,0,0,1,0,0,0,0,0,0,1,1,2
5922,55,15,1,1,1,4,4,0,3,11,2,3,3,3,2020,0,0,0,1,0,0,0,1,0,0,1,1,2
5923,62,15,1,1,0,4,4,0,3,11,2,3,3,3,2020,0,0,0,1,1,0,0,0,0,0,1,1,2
5924,55,15,1,1,1,3,4,0,2,10,3,3,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,1,1
5925,58,15,1,1,1,3,4,0,2,10,2,3,3,3,2020,0,0,0,1,0,0,1,1,0,0,1,1,2
5926,64,15,1,1,1,4,4,0,2,9,2,3,3,3,2020,0,0,0,1,1,0,0,0,0,0,1,1,2
5927,55,15,1,1,0,11,4,0,1,10,3,3,3,3,2020,0,1,0,1,1,1,0,1,0,0,1,1,1
5928,56,15,1,0,0,4,3,0,1,7,2,2,3,3,2020,0,1,0,1,1,1,0,1,0,0,1,1,3
5929,61,15,1,1,0,4,3,0,1,8,2,2,3,2,2020,0,1,0,1,1,0,1,0,0,0,1,1,4
5930,56,15,1,1,0,5,3,0,2,8,4,3,3,2,2020,0,1,0,1,1,0,0,1,0,0,1,1,2
5931,61,15,0,0,0,5,3,0,3,10,2,2,3,1,2020,0,1,0,1,1,0,0,0,0,0,1,0,2
5932,65,15,1,1,0,11,3,0,2,8,3,3,3,3,2020,0,1,0,1,1,0,1,1,0,0,1,0,2
5933,63,15,1,0,0,11,2,0,1,8,2,3,3,2,2020,0,1,0,0,0,0,0,0,0,0,1,1,2
5934,64,15,0,0,0,11,3,0,1,9,2,2,2,3,2020,0,1,0,1,0,0,0,1,0,0,1,1,1
5935,65,15,0,0,0,11,1,0,1,6,3,3,3,3,2020,0,0,0,1,1,0,0,0,0,0,1,0,2
5936,69,15,0,0,0,11,3,0,1,7,3,3,3,3,2020,0,1,0,1,1,0,0,0,0,0,1,0,2
5937,62,15,1,0,0,11,3,0,2,7,2,3,3,3,2020,0,0,0,1,0,0,0,0,0,0,1,1,3
5938,59,15,1,0,0,5,3,0,2,6,2,3,3,3,2020,0,0,0,1,1,0,1,1,0,0,1,1,2
5939,58,15,1,0,0,4,4,0,2,11,2,3,3,3,2020,0,0,0,1,1,0,1,0,0,0,1,1,2
5940,62,15,1,1,0,11,3,0,1,9,2,3,3,3,2020,0,0,0,1,0,0,0,0,0,0,1,1,2
5941,61,15,1,1,0,11,3,0,3,9,2,3,3,3,2020,0,0,0,1,0,0,0,0,0,0,1,1,2
5942,77,16,1,0,1,6,1,0,1,3,2,1,1,2,2020,0,0,1,0,0,0,0,0,0,0,1,0,1
5943,55,16,1,0,1,8,3,1,2,7,3,3,3,3,2020,1,1,0,1,1,1,1,1,0,0,1,0,2
5944,69,16,1,0,1,6,3,1,1,5,2,3,3,3,2020,0,0,0,1,1,0,0,1,0,0,1,0,2
5945,64,16,1,1,1,5,3,0,2,10,3,2,2,2,2020,0,1,0,1,1,0,0,1,0,0,1,1,1
5946,63,16,1,1,1,7,3,0,1,9,3,3,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,1,1
5947,68,16,1,1,1,14,3,0,2,5,3,2,2,4,2020,0,1,0,1,0,1,0,1,0,0,1,0,3
5948,62,16,1,1,1,4,4,0,1,9,2,3,3,3,2020,0,1,0,0,0,0,0,0,0,0,1,1,1
5949,58,16,0,0,1,6,3,0,1,7,3,2,3,2,2020,1,1,0,1,1,0,1,1,0,0,1,0,2
5950,58,16,0,0,1,7,3,0,1,7,3,2,3,3,2020,0,1,0,1,1,1,1,1,0,0,1,0,1
5951,66,16,0,0,1,6,3,0,1,5,3,4,4,3,2020,0,1,0,1,1,0,1,1,0,0,1,0,1
5952,56,16,1,1,1,9,3,0,2,7,2,2,2,1,2020,0,1,0,1,1,0,1,1,0,0,1,1,2
5953,57,16,1,1,1,5,3,0,2,9,2,1,2,1,2020,0,1,0,1,1,0,1,1,0,0,1,1,3
5954,62,16,1,0,1,9,3,0,2,5,2,2,2,2,2020,0,0,0,1,1,1,1,1,0,0,1,0,4
5955,60,16,1,1,1,7,3,0,2,9,2,2,2,2,2020,0,1,0,0,0,0,0,0,0,0,1,1,4
5956,56,16,1,1,1,1,4,0,3,10,2,1,2,2,2020,1,1,0,1,1,1,1,1,0,0,1,1,4
5957,64,16,1,1,1,14,3,0,2,7,3,2,3,2,2020,1,0,0,1,0,1,0,0,0,0,1,1,2
5958,56,16,1,1,1,1,3,0,2,9,3,1,3,2,2020,1,1,0,1,1,1,0,1,0,0,1,1,4
5959,55,16,1,0,1,1,3,0,2,9,3,2,3,2,2020,0,1,0,1,1,1,0,0,0,0,1,1,4
5960,55,16,1,1,1,1,3,0,2,9,3,2,4,3,2020,1,1,0,1,1,1,1,1,0,0,1,1,3
5961,58,16,1,1,1,7,3,0,2,7,2,2,2,2,2020,0,1,0,1,1,1,0,0,0,0,1,1,1
5962,63,16,1,0,1,6,2,0,1,3,3,2,2,2,2020,0,0,0,1,1,1,0,0,0,0,1,0,2
5963,62,16,1,1,1,5,3,0,2,8,3,3,3,3,2020,0,1,0,1,1,1,1,1,0,0,1,1,1
5964,79,16,1,0,0,6,1,0,1,2,2,2,3,3,2020,0,0,1,0,0,0,0,0,0,0,0,0,1
5965,63,16,1,0,0,11,3,0,1,7,3,3,4,3,2020,0,1,0,1,1,0,0,0,0,0,1,0,1
5966,68,16,1,1,0,11,3,0,1,9,3,3,3,3,2020,0,1,0,1,0,0,1,0,0,0,1,1,3
5967,69,16,1,0,0,6,3,0,2,7,2,2,3,3,2020,0,1,0,1,1,1,0,0,0,0,1,0,1
5968,56,16,1,1,0,4,4,0,2,10,3,2,3,2,2020,0,1,0,1,1,0,1,0,0,0,1,1,4
5969,63,16,1,0,0,5,3,0,1,9,2,3,3,2,2020,0,1,0,0,0,0,0,0,0,0,1,0,2
5970,57,16,1,0,0,9,3,0,1,5,2,2,2,2,2020,0,1,0,1,1,1,1,1,0,1,0,1,2
5971,58,16,0,0,0,11,3,0,1,6,3,2,3,3,2020,1,1,0,1,1,1,1,0,0,0,1,0,2
5972,68,16,0,0,0,6,2,0,1,4,2,1,3,2,2020,0,0,0,1,1,0,0,0,0,0,0,0,3
5973,69,16,1,0,0,11,3,0,2,3,2,2,2,2,2020,0,0,0,1,0,0,1,0,0,0,1,0,2
5974,64,16,1,1,0,9,3,0,2,8,3,2,3,2,2020,0,0,0,1,0,1,0,0,0,0,1,0,3
5975,58,16,1,1,0,11,3,0,2,3,3,2,3,2,2020,1,1,0,1,0,1,0,0,0,0,0,0,2
5976,56,16,1,1,0,5,3,0,2,6,2,3,3,2,2020,0,1,0,1,1,0,0,0,0,0,1,0,2
5977,64,16,1,1,0,11,3,0,2,8,3,3,3,2,2020,0,0,0,1,1,1,0,0,0,0,1,0,1
5978,57,16,1,1,0,5,3,0,2,9,3,2,2,2,2020,0,0,0,1,1,1,0,0,0,0,1,0,2
5979,63,16,1,1,0,11,3,0,2,9,3,3,4,3,2020,0,1,0,1,1,1,1,1,0,0,1,1,1
5980,56,17,1,1,1,4,3,0,1,5,3,3,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,0,1
5981,57,17,1,1,1,6,3,0,2,7,2,3,2,2,2020,0,0,0,1,1,1,0,1,0,0,1,0,2
5982,63,9,1,1,1,8,3,0,3,9,2,3,4,3,2020,0,1,0,1,1,0,0,1,0,0,1,0,2
5983,56,9,1,1,1,5,3,0,3,8,2,3,3,3,2020,0,1,0,1,1,0,0,1,0,0,1,0,2
5984,62,9,1,1,0,5,3,0,3,7,2,3,2,3,2020,0,0,0,1,1,1,0,1,0,0,1,1,1
5985,61,9,1,1,0,4,3,0,3,8,2,3,3,3,2020,0,1,0,1,0,0,0,0,0,0,1,1,1
5986,55,9,1,1,1,3,4,0,2,7,3,3,3,2,2020,0,1,0,1,0,1,1,1,0,0,0,0,2
5987,63,13,1,1,1,8,3,0,1,10,3,3,3,3,2020,0,1,0,1,1,1,0,1,0,0,1,1,2
5988,56,13,1,1,0,4,3,0,2,10,3,3,4,2,2020,0,0,0,1,1,1,0,0,0,0,1,1,2
5989,56,13,1,1,0,4,3,0,1,10,3,4,4,2,2020,0,1,0,1,1,0,0,1,0,0,1,1,1
5990,58,13,1,1,0,5,3,0,2,11,3,2,4,3,2020,0,0,0,1,1,1,0,0,0,0,1,1,2
5991,64,13,1,1,0,9,3,0,2,8,3,2,4,2,2020,0,0,0,1,0,0,0,0,0,0,1,0,4
5992,63,13,1,1,0,9,3,0,2,8,2,2,2,1,2020,0,1,0,1,1,1,0,0,0,0,1,0,2
5993,56,13,1,1,0,9,3,0,2,9,2,3,4,2,2020,0,1,0,1,1,1,0,1,0,0,1,0,2
5994,57,5,1,1,1,3,4,0,2,10,3,2,4,3,2020,0,1,0,1,1,1,0,1,0,0,1,1,1
5996,57,1,1,1,1,5,2,0,1,4,2,2,2,3,2018,0,0,1,0,0,0,0,0,0,0,1,1,1
5997,55,1,1,1,1,5,3,0,2,9,2,3,3,4,2018,0,1,1,0,1,0,0,0,0,0,1,1,2
5998,58,1,1,1,1,4,3,0,2,9,2,3,3,6,2018,0,1,0,1,1,1,0,1,0,0,1,1,3
6002,58,1,1,1,1,3,4,0,2,10,3,3,3,6,2018,0,1,0,1,1,1,1,1,0,0,1,1,1
6003,56,1,1,1,1,7,3,0,3,9,1,3,4,5,2018,0,1,0,1,1,1,1,1,0,0,1,1,2
6005,58,1,1,1,1,5,4,0,2,10,3,2,3,4,2018,0,1,0,1,1,1,0,1,0,0,1,1,1
6006,58,1,1,1,1,1,4,0,2,11,3,4,3,5,2018,0,1,0,1,1,0,0,1,0,0,1,1,1
6007,58,1,1,1,1,5,3,0,2,9,3,2,3,5,2018,0,1,0,1,1,0,0,1,0,0,1,1,1
6009,55,1,1,1,1,3,4,0,2,10,3,3,3,4,2018,0,0,1,0,0,0,0,0,0,0,1,1,2
6010,59,1,1,1,1,4,4,0,1,9,3,3,3,4,2018,1,1,0,1,1,1,1,1,0,0,1,1,1
6012,58,1,1,1,1,4,3,0,2,9,3,3,3,4,2018,1,1,0,1,1,1,1,1,0,0,1,1,1
6013,59,1,1,1,1,3,4,0,3,10,3,4,3,4,2018,1,1,0,1,1,1,1,1,0,0,1,1,5
6014,56,1,1,1,1,4,3,0,3,9,3,2,2,5,2018,0,0,0,1,1,0,1,0,0,0,1,1,1
6015,55,1,1,1,0,4,3,0,2,9,3,3,1,4,2018,0,0,1,0,0,0,0,0,0,0,1,0,3
6018,58,1,1,1,1,7,3,0,1,9,3,3,2,5,2018,0,1,0,1,1,0,1,0,0,0,1,0,3
6019,55,1,1,1,1,4,4,0,1,10,2,2,2,4,2018,0,1,1,0,1,1,0,0,0,0,1,1,1
6020,58,1,1,1,1,5,3,0,3,10,4,4,3,5,2018,0,1,0,1,1,1,1,1,0,0,1,1,2
6021,58,1,1,1,1,5,3,0,2,8,2,3,3,5,2018,1,1,0,1,1,1,1,0,0,0,1,1,1
6022,58,1,1,1,1,1,4,0,2,11,3,4,3,4,2018,0,1,0,1,1,1,1,1,0,0,1,1,5
6026,56,1,1,1,1,3,4,0,1,7,4,3,3,6,2018,1,1,0,1,1,1,1,1,0,0,1,1,1
6027,63,1,1,1,1,4,3,0,2,10,3,3,3,6,2018,0,1,0,1,1,1,0,1,0,0,1,1,4
6028,60,1,1,1,1,8,3,0,1,9,3,3,3,6,2018,0,1,0,1,1,1,1,1,0,0,1,1,1
6031,63,1,1,1,1,4,3,0,2,8,3,3,2,4,2018,0,1,0,1,1,0,1,1,0,0,1,1,1
6032,63,1,1,1,1,5,3,0,2,9,3,3,3,5,2018,0,0,0,1,1,0,1,1,0,0,1,0,2
6035,63,1,1,1,1,4,3,0,2,10,2,2,2,4,2018,0,1,0,1,1,0,0,1,0,0,1,1,1
6036,60,1,1,1,1,7,3,0,3,9,3,3,3,5,2018,1,1,0,1,1,1,1,1,0,0,1,1,1
6037,62,1,1,1,1,7,3,0,3,8,3,2,2,4,2018,0,1,0,1,1,1,1,1,0,0,1,1,2
6040,60,1,1,1,1,5,2,0,2,9,2,2,3,2,2018,0,1,0,1,1,0,0,1,0,0,1,1,2
6043,61,1,1,1,1,4,3,0,2,7,2,2,2,4,2018,0,1,0,0,0,0,0,0,0,0,1,0,1
6046,60,1,1,1,1,3,3,0,1,9,4,4,4,5,2018,1,1,0,1,1,1,1,1,0,0,1,1,1
6047,61,1,1,1,1,5,3,0,3,9,3,3,3,5,2018,0,1,0,1,1,0,1,0,0,0,1,1,4
6048,64,1,1,1,1,7,3,0,2,9,3,2,2,2,2018,0,1,0,1,1,0,0,1,0,0,1,1,1
6049,60,1,1,1,1,5,3,0,2,10,3,3,2,6,2018,1,1,0,1,1,1,1,1,0,0,1,1,1
6052,64,1,1,1,1,9,3,0,3,5,4,4,4,7,2018,1,1,0,1,1,1,1,1,0,0,1,0,1
6053,62,1,1,1,1,5,2,0,2,6,3,3,3,6,2018,0,1,0,1,1,1,1,0,0,0,1,0,2
6054,65,1,1,1,1,5,3,0,3,6,3,3,3,6,2018,0,0,0,1,1,0,0,0,0,0,1,1,1
6055,65,1,1,1,1,4,3,0,2,7,2,2,3,4,2018,0,1,0,1,1,1,0,1,0,0,1,0,2
6056,68,1,1,1,1,4,3,0,2,5,2,2,3,4,2018,0,0,0,1,1,0,0,0,0,0,1,1,2
6059,66,1,1,1,1,9,3,0,1,7,3,3,3,5,2018,0,1,0,1,1,0,1,1,0,0,1,1,2
6060,68,1,1,1,1,7,3,0,2,8,2,3,2,4,2018,0,0,0,1,1,0,0,0,0,0,1,1,2
6061,67,1,1,1,1,14,4,0,2,8,3,4,3,5,2018,0,1,0,1,1,0,0,0,0,0,1,1,2
6063,66,1,1,1,1,8,3,0,3,6,3,3,3,3,2018,1,1,0,1,1,1,1,1,0,0,1,0,1
6065,66,1,1,1,1,5,3,0,2,7,3,3,3,4,2018,0,1,0,1,1,1,1,0,0,0,1,1,1
6071,65,1,1,1,1,5,3,0,1,9,3,3,2,5,2018,0,1,0,0,0,0,0,0,0,0,1,0,1
6072,69,1,1,1,1,7,3,0,2,9,3,3,3,4,2018,0,0,0,1,1,0,1,1,0,0,1,0,1
6084,71,1,1,1,1,14,2,0,1,3,2,2,2,4,2018,0,0,0,0,0,0,0,0,0,0,1,0,4
6086,72,1,1,1,1,8,2,0,1,4,4,4,4,5,2018,0,0,0,1,0,0,1,1,0,0,0,0,1
6087,75,1,1,1,1,14,4,0,2,8,3,3,3,6,2018,0,1,0,1,1,0,0,0,0,0,1,0,2
6091,71,1,1,1,1,14,3,0,3,4,3,3,2,3,2018,0,0,0,1,1,1,0,0,0,0,1,0,1
6092,72,1,1,1,1,14,3,0,3,8,3,3,3,4,2018,1,1,0,1,1,1,1,1,0,0,1,1,1
6096,70,1,1,1,1,4,2,0,1,7,2,2,2,4,2018,0,0,0,1,0,0,0,0,0,0,1,0,1
6098,74,1,1,1,1,14,3,0,1,9,3,3,3,6,2018,0,0,1,0,0,0,0,0,0,0,1,0,2
6099,78,1,1,1,1,14,3,0,1,9,4,4,3,5,2018,0,0,1,0,0,0,0,0,0,0,1,0,1
6100,70,1,1,1,1,14,2,0,3,5,3,2,3,4,2018,0,0,0,1,1,1,0,1,0,0,1,0,2
6101,78,1,1,1,1,4,2,0,1,9,3,3,3,3,2018,0,0,0,1,1,0,0,1,0,0,1,0,1
6106,70,1,1,1,1,7,3,0,1,9,3,3,3,6,2018,1,1,0,1,1,1,1,1,0,0,1,0,1
6107,59,1,1,1,0,5,3,0,3,9,2,3,3,5,2018,0,1,0,1,1,0,1,1,0,0,1,0,2
6108,58,1,1,1,0,11,3,0,2,10,2,2,3,5,2018,0,1,0,1,1,0,0,0,0,0,1,1,1
6109,59,1,1,1,0,5,3,0,2,5,3,3,3,5,2018,0,0,0,1,1,0,0,0,0,0,1,1,1
6111,56,1,1,1,0,11,3,0,4,11,3,4,3,6,2018,0,1,0,1,1,0,1,1,0,0,0,1,1
6114,57,1,1,1,0,5,3,0,2,6,3,3,3,6,2018,1,1,0,1,1,1,1,1,0,0,1,1,4
6115,55,1,1,1,0,11,4,0,1,10,2,2,3,6,2018,0,1,0,1,1,0,1,1,0,0,1,1,4
6117,58,1,1,1,0,11,3,0,2,9,3,3,2,4,2018,0,1,0,1,1,1,0,0,0,0,1,1,1
6118,57,1,1,1,0,11,4,0,2,10,3,3,2,5,2018,0,1,0,1,1,1,0,0,0,0,1,1,1
6119,55,1,1,1,0,11,3,0,2,9,3,3,2,5,2018,0,1,0,1,1,1,0,0,0,0,1,1,1
6120,55,1,1,1,0,4,3,0,3,11,3,3,3,5,2018,0,1,0,1,1,1,1,0,0,0,1,1,3
6121,59,1,1,1,0,4,3,0,2,10,2,2,3,5,2018,0,1,0,1,1,0,0,0,0,0,1,1,1
6122,57,1,1,1,0,4,3,0,3,10,3,3,3,5,2018,1,1,0,1,1,1,1,1,0,0,0,0,1
6123,58,1,1,1,0,4,3,0,2,9,3,3,3,4,2018,0,0,0,1,1,1,1,0,0,0,1,0,1
6127,55,1,1,1,0,11,2,0,2,9,3,3,3,5,2018,0,1,0,1,1,0,1,0,0,0,1,1,1
6134,58,1,1,1,0,4,4,0,1,10,3,3,3,5,2018,1,1,0,1,1,1,1,1,0,0,1,1,2
6136,55,1,1,1,0,5,3,0,3,10,4,4,4,5,2018,0,1,0,1,1,1,1,1,0,0,1,1,1
6139,55,1,1,1,0,11,3,0,2,10,2,1,2,4,2018,0,1,0,1,1,0,1,0,0,0,1,1,1
6142,55,1,1,1,0,5,3,0,3,7,3,3,3,6,2018,1,1,0,1,1,1,1,1,0,0,1,1,1
6144,61,1,1,1,0,5,2,0,2,8,3,3,3,6,2018,0,0,0,1,0,0,1,0,0,0,1,0,2
6145,61,1,1,1,0,11,3,0,2,9,3,3,3,5,2018,0,0,0,1,1,0,0,0,0,0,1,1,2
6146,64,1,1,1,0,11,3,0,1,6,2,3,3,5,2018,0,0,0,1,1,0,1,1,0,0,1,0,1
6148,64,1,1,1,0,11,3,0,2,9,3,3,3,5,2018,1,1,0,1,1,1,1,1,0,0,1,1,4
6150,61,1,1,1,0,5,3,0,3,8,4,3,3,4,2018,0,1,0,1,1,0,1,0,0,0,1,1,1
6153,63,1,1,1,0,5,3,0,2,5,2,2,3,6,2018,0,1,0,1,1,1,0,1,0,0,1,1,1
6154,62,1,1,1,0,5,3,0,1,5,3,3,2,5,2018,0,0,0,1,1,0,1,0,0,0,1,1,1
6155,64,1,1,1,0,5,3,0,1,7,3,3,3,6,2018,0,1,0,1,1,0,0,1,0,0,1,1,1
6156,60,1,1,1,0,5,3,0,2,9,3,3,3,5,2018,0,1,0,1,1,0,0,0,0,0,1,1,1
6157,64,1,1,1,0,11,3,0,2,5,2,2,2,4,2018,0,0,0,1,1,0,0,1,0,0,1,1,1
6160,61,1,1,1,0,11,3,0,3,7,3,3,3,4,2018,0,1,0,1,1,1,1,0,0,0,1,0,1
6161,60,1,1,1,0,11,3,0,1,10,3,2,3,3,2018,0,0,0,1,1,1,0,0,0,0,1,1,1
6162,62,1,1,1,0,9,3,0,3,7,3,2,3,5,2018,0,1,0,1,1,0,0,0,0,0,1,1,1
6164,62,1,1,1,0,11,3,0,2,10,4,4,3,4,2018,1,1,0,1,1,1,1,0,0,0,1,1,2
6167,63,1,1,1,0,4,3,0,3,11,2,2,3,3,2018,0,1,0,1,1,0,0,1,0,0,1,1,1
6169,62,1,1,1,0,4,3,0,1,7,2,2,2,4,2018,0,1,0,1,1,1,1,1,0,0,1,1,1
6171,62,1,1,1,0,5,3,0,2,5,3,3,3,4,2018,0,0,0,1,0,0,0,1,0,0,1,1,3
6175,61,1,1,1,0,11,3,0,3,11,3,3,3,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
6176,60,1,1,1,0,4,3,0,3,8,3,3,3,6,2018,0,1,0,1,1,1,1,0,0,0,1,1,2
6177,61,1,1,1,0,11,3,0,2,7,3,3,4,6,2018,0,1,0,1,1,0,1,0,0,0,1,0,3
6180,62,1,1,1,0,5,2,0,2,6,2,3,2,4,2018,0,1,0,1,1,1,1,0,0,0,1,0,1
6181,60,1,1,1,0,4,3,0,2,9,4,3,3,4,2018,0,0,0,1,1,0,1,1,0,0,1,0,1
6184,69,1,1,1,0,5,3,0,1,9,2,3,3,6,2018,0,1,0,1,1,1,0,0,0,0,1,1,1
6185,66,1,1,1,0,11,3,0,2,5,3,2,3,4,2018,0,0,0,1,1,0,0,0,0,0,1,1,1
6186,69,1,1,1,0,11,2,0,2,4,3,3,2,6,2018,1,1,0,1,0,0,0,0,0,0,0,0,1
6187,65,1,1,1,0,4,3,0,2,9,3,3,3,5,2018,0,0,0,1,1,0,1,0,0,0,1,1,1
6189,66,1,1,1,0,11,3,0,2,5,3,3,3,4,2018,0,1,0,1,1,1,1,1,0,0,1,0,1
6192,65,1,1,1,0,11,3,0,3,6,3,2,3,3,2018,0,0,0,1,1,0,0,0,0,0,1,0,2
6195,68,1,1,1,0,11,2,0,1,4,4,4,4,6,2018,0,1,0,1,1,0,0,0,0,0,1,0,2
6196,65,1,1,1,0,5,3,0,1,5,3,3,3,6,2018,0,1,0,1,1,0,1,1,0,0,1,1,2
6197,66,1,1,1,0,5,3,0,2,7,2,2,2,4,2018,0,0,1,0,0,0,0,0,0,0,1,1,1
6198,68,1,1,1,0,11,3,0,2,7,3,3,2,5,2018,0,0,0,1,1,0,0,0,0,0,1,1,2
6199,69,1,1,1,0,11,3,0,2,3,2,2,2,4,2018,0,0,0,1,1,0,0,1,0,0,0,0,1
6200,65,1,1,1,0,11,3,0,2,9,2,2,3,6,2018,0,0,0,1,1,0,0,1,0,0,1,1,2
6203,65,1,1,1,0,11,3,0,3,5,3,3,3,6,2018,0,1,0,1,1,1,1,0,0,0,1,0,1
6205,66,1,1,1,0,11,3,0,3,9,3,3,3,4,2018,0,1,0,1,1,1,1,1,0,0,1,1,1
6206,69,1,1,1,0,11,3,0,2,8,3,3,3,4,2018,0,1,0,1,1,1,1,1,0,0,1,1,1
6209,66,1,1,1,0,5,4,0,2,7,3,2,2,5,2018,0,1,0,1,1,0,1,1,0,0,1,1,1
6210,66,1,1,1,0,11,2,0,3,10,3,2,2,4,2018,0,0,0,1,1,0,0,1,0,0,1,1,2
6213,66,1,1,1,0,11,2,0,3,3,3,3,2,4,2018,0,0,0,1,0,0,0,0,0,0,1,0,2
6217,65,1,1,1,0,4,3,0,3,9,2,2,2,4,2018,0,1,0,1,1,1,0,0,0,0,1,0,1
6218,69,1,1,1,0,11,3,0,2,7,3,3,3,5,2018,0,0,0,1,1,0,1,0,0,0,1,0,1
6222,67,1,1,1,0,11,3,0,2,6,1,1,1,5,2018,0,1,0,1,1,0,0,1,0,0,1,0,1
6225,65,1,1,1,0,9,3,0,1,5,4,3,3,7,2018,1,1,0,1,1,1,1,1,0,0,1,0,1
6227,72,1,1,1,0,11,3,0,2,4,2,2,3,4,2018,0,0,1,0,0,0,0,0,0,0,1,0,1
6237,72,1,1,1,0,5,1,0,2,4,3,3,2,5,2018,0,1,0,1,1,0,0,0,0,0,1,0,1
